"overviewpage","tournament","tournament_group","league","region","year","matchid","datetime_utc","matchround","matchnumber","team","opposingteam","result","gameswon","gameslost"
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_3","2024-10-11 12:58:00","Round 4","3","G2 Esports","T1","Loss",0,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_3","2024-10-11 12:58:00","Round 4","3","T1","G2 Esports","Win",2,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_4","2024-10-11 14:59:00","Round 4","4","Bilibili Gaming","PSG Talon","Win",2,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_4","2024-10-11 14:59:00","Round 4","4","PSG Talon","Bilibili Gaming","Loss",0,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_5","2024-10-12 13:54:00","Round 4","5","Fnatic","Weibo Gaming","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_5","2024-10-12 13:54:00","Round 4","5","Weibo Gaming","Fnatic","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_6","2024-10-12 16:23:00","Round 4","6","GAM Esports","Team Liquid","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 4_6","2024-10-12 16:23:00","Round 4","6","Team Liquid","GAM Esports","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 5_1","2024-10-13 14:07:00","Round 5","1","Dplus Kia","Weibo Gaming","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 5_1","2024-10-13 14:07:00","Round 5","1","Weibo Gaming","Dplus Kia","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 5_2","2024-10-13 16:49:00","Round 5","2","G2 Esports","Bilibili Gaming","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 5_2","2024-10-13 16:49:00","Round 5","2","Bilibili Gaming","G2 Esports","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 5_3","2024-10-13 19:58:00","Round 5","3","Team Liquid","FlyQuest","Loss",1,2
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Round 5_3","2024-10-13 19:58:00","Round 5","3","FlyQuest","Team Liquid","Win",2,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Semifinals_1","2024-10-26 14:16:00","Semifinals","1","Bilibili Gaming","Weibo Gaming","Win",3,0
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Semifinals_1","2024-10-26 14:16:00","Semifinals","1","Weibo Gaming","Bilibili Gaming","Loss",0,3
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Semifinals_2","2024-10-27 15:45:00","Semifinals","2","T1","Gen.G","Win",3,1
"2024 Season World Championship/Main Event","Worlds 2024 Main Event","Worlds 2024","World Championship","International",2024,"2024 Season World Championship/Main Event_Semifinals_2","2024-10-27 15:45:00","Semifinals","2","Gen.G","T1","Loss",1,3
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Finals_1","2025-11-09 11:31:00","Finals","1","KT Rolster","T1","Loss",2,3
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Finals_1","2025-11-09 11:31:00","Finals","1","T1","KT Rolster","Win",3,2
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_1","2025-10-28 10:23:00","Quarterfinals","1","Gen.G","Hanwha Life Esports","Win",3,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_1","2025-10-28 10:23:00","Quarterfinals","1","Hanwha Life Esports","Gen.G","Loss",1,3
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_2","2025-10-29 08:51:00","Quarterfinals","2","CTBC Flying Oyster","KT Rolster","Loss",0,3
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_2","2025-10-29 08:51:00","Quarterfinals","2","KT Rolster","CTBC Flying Oyster","Win",3,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_3","2025-10-30 09:49:00","Quarterfinals","3","G2 Esports","Top Esports","Loss",1,3
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_3","2025-10-30 09:49:00","Quarterfinals","3","Top Esports","G2 Esports","Win",3,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_4","2025-10-31 11:04:00","Quarterfinals","4","T1","Anyone's Legend","Win",3,2
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Quarterfinals_4","2025-10-31 11:04:00","Quarterfinals","4","Anyone's Legend","T1","Loss",2,3
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_1","2025-10-15 05:18:00","Round 1","1","Vivo Keyd Stars","Team Secret Whales","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_1","2025-10-15 05:18:00","Round 1","1","Team Secret Whales","Vivo Keyd Stars","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_2","2025-10-15 06:18:00","Round 1","2","CTBC Flying Oyster","Fnatic","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_2","2025-10-15 06:18:00","Round 1","2","Fnatic","CTBC Flying Oyster","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_3","2025-10-15 07:15:00","Round 1","3","KT Rolster","Movistar KOI","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_3","2025-10-15 07:15:00","Round 1","3","Movistar KOI","KT Rolster","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_4","2025-10-15 08:15:00","Round 1","4","Bilibili Gaming","100 Thieves","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_4","2025-10-15 08:15:00","Round 1","4","100 Thieves","Bilibili Gaming","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_5","2025-10-15 09:18:00","Round 1","5","T1","FlyQuest","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_5","2025-10-15 09:18:00","Round 1","5","FlyQuest","T1","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_6","2025-10-15 10:20:00","Round 1","6","Hanwha Life Esports","Anyone's Legend","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_6","2025-10-15 10:20:00","Round 1","6","Anyone's Legend","Hanwha Life Esports","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_7","2025-10-15 11:28:00","Round 1","7","G2 Esports","Top Esports","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_7","2025-10-15 11:28:00","Round 1","7","Top Esports","G2 Esports","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_8","2025-10-15 12:27:00","Round 1","8","PSG Talon","Gen.G","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 1_8","2025-10-15 12:27:00","Round 1","8","Gen.G","PSG Talon","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_1","2025-10-16 05:12:00","Round 2","1","Vivo Keyd Stars","FlyQuest","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_1","2025-10-16 05:12:00","Round 2","1","FlyQuest","Vivo Keyd Stars","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_2","2025-10-16 06:08:00","Round 2","2","KT Rolster","Team Secret Whales","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_2","2025-10-16 06:08:00","Round 2","2","Team Secret Whales","KT Rolster","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_3","2025-10-16 07:02:00","Round 2","3","Movistar KOI","G2 Esports","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_3","2025-10-16 07:02:00","Round 2","3","G2 Esports","Movistar KOI","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_4","2025-10-16 07:54:00","Round 2","4","Top Esports","100 Thieves","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_4","2025-10-16 07:54:00","Round 2","4","100 Thieves","Top Esports","Loss",0,1
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_5","2025-10-16 08:47:00","Round 2","5","CTBC Flying Oyster","T1","Win",1,0
"2025 Season World Championship/Main Event","Worlds 2025 Main Event","Worlds 2025","World Championship","International",2025,"2025 Season World Championship/Main Event_Round 2_5","2025-10-16 08:47:00","Round 2","5","T1","CTBC Flying Oyster","Loss",0,1
