month,album_rank,rank_change,rank_difference,title,artist,new_sales,cumulative_sales,production
7,58,down,-5,Planet Nine : Alter Ego,원위 (ONEWE),"9,152","19,897",Kakao Entertainment
7,59,new,,MAD,GOT7,"9,061","9,061",Dreamus
7,60,up,36,꿈의 장: MAGIC,투모로우바이투게더,"8,336","55,102",YG PLUS
7,61,down,-16,KILL THIS LOVE,BLACKPINK,"8,031","70,193",YG PLUS
7,62,new,,Identify,GOT7,"8,000","8,000",Dreamus
7,63,up,16,SQUARE UP,BLACKPINK,"7,133","50,829",YG PLUS
7,64,up,41,I am WHO,Stray Kids (스트레이 키즈),"7,083","42,349",Dreamus
7,65,down,-1,Last Melody,EVERGLOW (에버글로우),"7,079","52,934","지니뮤직, Stone Music Entertainment"
7,66,up,19,Oneiric Diary (幻想日記),IZ*ONE (아이즈원),"7,032","21,623","지니뮤직, Stone Music Entertainment"
7,67,up,11,Cle : LEVANTER,Stray Kids (스트레이 키즈),"7,019","51,034",Dreamus
7,68,down,-29,RE:BORN,TO1 (티오원),"6,674","46,635","지니뮤직, Stone Music Entertainment"
7,69,new,,Eyes On You,GOT7,"6,666","6,662",Dreamus
7,70,up,20,꿈의 장: STAR,투모로우바이투게더,"6,533","44,918",YG PLUS
7,71,new,,어느 날 우리 집 현관으로 멸망이 들어왔다 OST,Various Artists,"6,500","6,500",뮤직앤뉴
7,72,up,19,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"6,446","46,442",Dreamus
7,73,up,31,Cle 2 : Yellow Wood,Stray Kids (스트레이 키즈),"6,120","34,527",Dreamus
7,74,new,,Just right,GOT7,"6,000","6,000",Dreamus
7,75,up,12,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"5,988","308,490",YG PLUS
7,76,up,22,꿈의 장: ETERNITY,투모로우바이투게더,"5,977","44,552",YG PLUS
7,77,down,-59,Man on the Moon,엔플라잉 (N.Flying),"5,971","58,945",Kakao Entertainment
7,78,up,11,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"5,799","25,982",Kakao Entertainment
7,79,new,,Dream Part.02,아스트로(ASTRO),"5,798","8,796",Kakao Entertainment
7,80,new,,Dream Part.01,아스트로(ASTRO),"5,785","8,778",Kakao Entertainment
7,81,up,2,TREASURE EPILOGUE : Action To Answer,ATEEZ (에이티즈),"5,273","28,327","지니뮤직, Stone Music Entertainment"
7,82,up,6,I am YOU,Stray Kids (스트레이 키즈),"5,247","44,913",Dreamus
7,83,up,16,I am NOT,Stray Kids (스트레이 키즈),"5,119","44,809",Dreamus
7,84,down,-62,Point Of View: U,유겸 (YUGYEOM),"5,093","43,906","지니뮤직, Stone Music Entertainment"
7,85,new,,동행 remastered (LP+CD),김동률,"5,046","5,046",Kakao Entertainment
7,86,new,,FLIGHT LOG : ARRIVAL,GOT7,"4,997","4,996",Dreamus
7,87,new,,`The Story of Light` Epilogue - The 6th Album,샤이니 (SHINee),"4,965","4,960",Dreamus
7,88,new,,Be My Reason,황치열,"4,785","93,710",Kakao Entertainment
7,89,down,-80,WATERFALL,B.I,"4,678","99,678",Dreamus
7,90,new,,FLIGHT LOG : TURBULENCE,GOT7,"4,581","4,579",Dreamus
7,91,new,,DYE,GOT7,"4,578","4,550",Dreamus
7,92,new,,Present : YOU,GOT7,"4,543","7,220",Dreamus
7,93,up,55,BLOO IN WONDERLAND 2,블루 (BLOO),"4,500","6,200",Warner Music
7,94,new,,MAD Winter Edition,GOT7,"4,444","4,444",Dreamus
7,95,new,,GOT♡,GOT7,"4,383","4,383",Dreamus
7,96,up,32,MORE & MORE,TWICE,"4,379","22,179",Dreamus
7,97,up,50,7th Mini Album `헹가래`,세븐틴,"4,298","36,184",YG PLUS
7,98,up,10,Eyes wide open,TWICE,"4,296","39,482",Dreamus
7,99,down,-78,ZERO : FEVER Part.2,ATEEZ (에이티즈),"4,293","506,443","지니뮤직, Stone Music Entertainment"
7,100,down,-86,Summer Queen,브레이브걸스 (Brave Girls),"4,284","75,663",Kakao Entertainment
8,1,new,,NOEASY,Stray Kids (스트레이 키즈),"1,127,800","1,127,800",Dreamus
8,2,new,,혼돈의 장: FIGHT OR ESCAPE,투모로우바이투게더,"644,369","644,369",YG PLUS
8,3,new,,6TH MINI ALBUM [THRILL-ING],더보이즈(THE BOYZ),"615,991","615,991",Kakao Entertainment
8,4,new,,Queendom - The 6th Mini Album,레드벨벳(Red Velvet),"318,696","318,696",Dreamus
8,5,new,,SWITCH ON,아스트로(ASTRO),"297,322","297,322",Kakao Entertainment
8,6,down,-5,Butter,방탄소년단,"153,301","2,644,270",YG PLUS
8,7,new,,2nd Album [Game Changer],골든차일드,"148,177","148,177",Kakao Entertainment
8,8,new,,1ST ALBUM PART 1 [The Awakening: Written In The Stars],CRAVITY,"141,588","141,588",Kakao Entertainment
8,9,new,,1st Album OK Prologue : Be OK,CIX (씨아이엑스),"103,885","103,885",인터파크
8,10,new,,SUMMER POPUP ALBUM [POPPING],온앤오프 (ONF),"93,475","93,475",Sony Music
8,11,down,-9,공감 - The 1st Mini Album,디오 (D.O.),"87,449","370,012",Dreamus
8,12,up,3,LOVE YOURSELF 轉 `Tear`,방탄소년단,"76,146","266,004",YG PLUS
8,13,up,4,LOVE YOURSELF 結 `Answer`,방탄소년단,"73,573","257,147",YG PLUS
8,14,up,7,LOVE YOURSELF 承 `Her`,방탄소년단,"71,070","238,154",YG PLUS
8,15,new,,4U : OUTSIDE,비투비 (BTOB),"59,048","59,048",Kakao Entertainment
8,16,new,,SERIES `O`[ROUND 2: HOLE],VERIVERY,"55,944","55,944","지니뮤직, Stone Music Entertainment"
8,17,new,,My Collection,박지훈,"55,707","55,707",NHN벅스
8,18,new,,OPEN,권은비,"51,088","51,088",Kakao Entertainment
8,19,new,,Splash - MIRAE 2nd Mini Album,미래소년 (MIRAE),"49,900","49,900",Kakao Entertainment
8,20,new,,Play Game : Holiday,Weeekly (위클리),"42,802","42,802",Kakao Entertainment
8,21,new,,SOMO:FUME,JAY B,"40,000","40,000",Warner Music
8,22,down,-16,[Summer Holiday],드림캐쳐,"36,313","126,294",Sony Music
8,23,down,-19,TURN OVER,SF9 (에스에프나인),"32,818","208,883",Kakao Entertainment
8,24,down,-10,MAP OF THE SOUL : PERSONA,방탄소년단,"32,427","213,692",YG PLUS
8,25,new,,Select Shop,하성운,"31,395","31,395",인터파크
8,26,down,-13,BORDER : CARNIVAL,ENHYPEN,"28,606","693,386","지니뮤직, Stone Music Entertainment"
8,27,down,-9,MAP OF THE SOUL : 7,방탄소년단,"24,434","186,834",YG PLUS
8,28,new,,6분의1,선미,"24,420","24,420",Kakao Entertainment
8,29,new,,BEFORE SUNRISE Part. 3,T1419,"23,833","23,833",Sony Music
8,30,-,,BORDER : DAY ONE,ENHYPEN,"19,807","128,947","지니뮤직, Stone Music Entertainment"
8,31,down,-24,DON`T FIGHT THE FEELING - Special Album,EXO,"19,529","1,319,866",Dreamus
8,32,down,-7,SIREN : DAWN,A.C.E(에이스),"19,079","74,880",Kakao Entertainment
8,33,down,-2,minisode1 : Blue Hour,투모로우바이투게더,"18,343","104,181",YG PLUS
8,34,down,-15,혼돈의 장 : FREEZE,투모로우바이투게더,"17,385","825,428",YG PLUS
8,35,down,-3,화양연화 Young Forever,방탄소년단,"16,328","123,259",YG PLUS
8,36,new,,THE EARTH : SECRET MISSION Chapter.1,MCND,"15,576","15,576",Kakao Entertainment
8,37,new,,"The moment : 未成年, a minor.",김우진,"15,448","15,448","지니뮤직, Stone Music Entertainment"
8,38,new,,After `We Ride`,브레이브걸스 (Brave Girls),"15,404","15,404",Kakao Entertainment
8,39,down,-13,YOU NEVER WALK ALONE,방탄소년단,"15,298","121,143",YG PLUS
8,40,-,,화양연화 pt.2,방탄소년단,"15,145","108,160",YG PLUS
8,41,down,-36,Hello Future - The 1st Album Repackage,NCT DREAM,"14,953","992,789",Dreamus
8,42,up,19,KILL THIS LOVE,BLACKPINK,"14,926","85,119",YG PLUS
8,43,new,,환상의 나라,잔나비,"13,761","13,761",Kakao Entertainment
8,44,down,-16,WINGS,방탄소년단,"13,495","124,908",YG PLUS
8,45,down,-12,Taste of Love,TWICE,"12,291","549,243",Dreamus
8,46,down,-2,3RD ALBUM `An Ode`,세븐틴,"12,003","104,470",YG PLUS
8,47,up,5,Skool Luv Affair,방탄소년단,"11,971","77,377",YG PLUS
8,48,down,-1,화양연화 pt.1,방탄소년단,"11,639","87,502",YG PLUS
8,49,up,5,Dark & Wild,방탄소년단,"11,445","74,490",YG PLUS
8,50,up,5,2 Cool 4 Skool,방탄소년단,"11,245","75,278",YG PLUS
8,51,up,6,THE ALBUM,BLACKPINK,"10,964","150,475",YG PLUS
8,52,down,-14,BE,방탄소년단,"10,912","994,153",YG PLUS
8,53,down,-5,"O! RUL8 ,2?",방탄소년단,"10,896","77,507",YG PLUS
8,54,down,-38,[&],이달의 소녀,"10,319","125,457",Kakao Entertainment
8,55,down,-14,GO生,Stray Kids (스트레이 키즈),"9,912","82,611",Dreamus
8,56,down,-20,IN生,Stray Kids (스트레이 키즈),"9,667","89,550",Dreamus
8,57,new,,Beautiful Night - The 4th Mini Album (LP),예성 (YESUNG),"9,319","9,319",Dreamus
8,58,new,,`The ReVe Festival` Day 2,레드벨벳(Red Velvet),"8,631","8,539",Dreamus
8,59,up,16,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"7,951","316,441",YG PLUS
8,60,new,,안녕 (Hello) - Special Album (LP),조이 (JOY),"7,756","7,756",Dreamus
8,61,up,41,NCT #127 Neo Zone - The 2nd Album (Kit),NCT 127,"7,705","59,882",Dreamus
8,62,up,50,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,"7,337","388,555",Dreamus
8,63,down,-51,One Of A Kind,몬스타엑스,"7,184","349,549",Kakao Entertainment
8,64,down,-4,꿈의 장: MAGIC,투모로우바이투게더,"6,414","61,516",YG PLUS
8,65,up,43,We Go Up - The 2nd Mini Album,NCT DREAM,"6,191","94,308",Dreamus
8,66,up,4,꿈의 장: STAR,투모로우바이투게더,"5,888","50,806",YG PLUS
8,67,-,,Cle : LEVANTER,Stray Kids (스트레이 키즈),"5,759","56,793",Dreamus
8,68,up,49,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"5,744","2,057,854",Dreamus
8,69,up,32,R,로제 (ROSE),"5,305","487,225",YG PLUS
8,70,new,,Autumn story,아스트로(ASTRO),"5,000","7,999",인터파크
8,71,up,27,Eyes wide open,TWICE,"4,949","44,431",Dreamus
8,72,down,-8,I am WHO,Stray Kids (스트레이 키즈),"4,905","47,254",Dreamus
8,73,up,3,꿈의 장: ETERNITY,투모로우바이투게더,"4,901","49,453",YG PLUS
8,74,new,,뮤지컬 태양의 노래 OST (온유 ver),온유 (ONEW),"4,874","4,874",Universal Music
8,75,up,3,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"4,841","30,823",Kakao Entertainment
8,76,up,7,I am NOT,Stray Kids (스트레이 키즈),"4,773","49,582",Dreamus
8,77,new,,Got it ?,GOT7,"4,760","4,760",Dreamus
8,78,up,19,7th Mini Album `헹가래`,세븐틴,"4,544","40,728",YG PLUS
8,79,new,,grayground.,GRAY (그레이),"4,500","4,500",Kakao Entertainment
8,80,down,-8,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"4,490","50,932",Dreamus
8,81,down,-18,SQUARE UP,BLACKPINK,"4,441","55,270",YG PLUS
8,82,new,,kimdongrYULE remastered (LP+CD),김동률,"4,163","4,163",Kakao Entertainment
8,83,down,-1,I am YOU,Stray Kids (스트레이 키즈),"4,106","49,019",Dreamus
8,84,up,15,ZERO : FEVER Part.2,ATEEZ (에이티즈),"3,924","510,367","지니뮤직, Stone Music Entertainment"
8,85,up,29,SOLO,제니 (JENNIE),"3,906","37,556",YG PLUS
8,86,down,-20,Oneiric Diary (幻想日記),IZ*ONE (아이즈원),"3,843","25,466","지니뮤직, Stone Music Entertainment"
8,87,up,40,5th Album 'LILAC',아이유 (IU),"3,694","388,627",Kakao Entertainment
8,88,new,,1ST ALBUM PART 1 [The Awakening: Written In The Stars] (Kit),CRAVITY,"3,676","3,676",Kakao Entertainment
8,89,down,-16,Cle 2 : Yellow Wood,Stray Kids (스트레이 키즈),"3,554","38,081",Dreamus
8,90,up,28,Special Album '; [Semicolon]',세븐틴,"3,554","38,754",YG PLUS
8,91,up,25,IT`z ICY,ITZY (있지),"3,491","21,546",Dreamus
8,92,HOT,,MO` COMPLETE : HAVE A DREAM,AB6IX (에이비식스),"3,470","93,446",Warner Music
8,93,down,-40,City Lights - The 1st Mini Album,백현 (BAEKHYUN),"3,416","28,235",Dreamus
8,94,down,-65,JUST BURN,JUST B (저스트비),"3,395","21,605",NHN벅스
8,95,up,14,TREASURE EP.FIN : All To Action,ATEEZ (에이티즈),"3,111","39,010","지니뮤직, Stone Music Entertainment"
8,96,up,42,안녕 (Hello) - Special Album,조이 (JOY),"3,057","101,502",Dreamus
8,97,new,,Yellow Flower,마마무 (Mamamoo),"3,000","7,938",Kakao Entertainment
8,98,new,,WANT - The 2nd Mini Album (Kihno),태민 (TAEMIN),"3,000","3,000",Dreamus
8,99,new,,RED MOON,마마무 (Mamamoo),"2,999","7,997",Kakao Entertainment
8,100,new,,BLUE;S,마마무 (Mamamoo),"2,998","7,810",Kakao Entertainment
9,1,new,,Sticker - The 3rd Album,NCT 127,"2,277,575","2,277,575",Dreamus
9,2,new,,ZERO : FEVER Part.3,ATEEZ (에이티즈),"732,923","732,923","지니뮤직, Stone Music Entertainment"
9,3,new,,LALISA,리사 (LISA),"693,079","693,079",YG PLUS
9,4,new,,CRAZY IN LOVE,ITZY (있지),"335,610","335,610",Dreamus
9,5,up,1,Butter,방탄소년단,"230,804","2,875,074",YG PLUS
9,6,new,,STEREOTYPE,STAYC(스테이씨),"138,148","138,148",Kakao Entertainment
9,7,down,-6,NOEASY,Stray Kids (스트레이 키즈),"100,791","1,228,591",Dreamus
9,8,new,,BAD LOVE - The 1st Mini Album,키 (KEY),"100,372","100,372",Dreamus
9,9,new,,Blue Letter,원호 (WONHO),"63,718","63,718",Kakao Entertainment
9,10,new,,LALISA (Kit),리사 (LISA),"60,000","60,000",YG PLUS
9,11,up,10,SOMO:FUME,JAY B,"59,367","99,367",Warner Music
9,12,new,,Chocolate Box,양요섭,"55,399","55,399",Kakao Entertainment
9,13,down,-11,혼돈의 장: FIGHT OR ESCAPE,투모로우바이투게더,"53,993","698,362",YG PLUS
9,14,new,,Eternal,Young K,"51,673","51,673",Dreamus
9,15,new,,1st Single Album [WHAT`S GOIN` ON],OMEGA X (오메가엑스),"45,047","45,047",다날엔터테인먼트
9,16,new,,HIDE & SEEK,퍼플키스,"43,924","43,924",Kakao Entertainment
9,17,up,9,BORDER : CARNIVAL,ENHYPEN,"43,386","736,772","지니뮤직, Stone Music Entertainment"
9,18,down,-14,Queendom - The 6th Mini Album,레드벨벳(Red Velvet),"41,374","360,070",Dreamus
9,19,down,-7,LOVE YOURSELF 轉 `Tear`,방탄소년단,"41,227","307,231",YG PLUS
9,20,up,4,MAP OF THE SOUL : PERSONA,방탄소년단,"38,343","252,035",YG PLUS
9,21,down,-8,LOVE YOURSELF 結 `Answer`,방탄소년단,"37,701","294,848",YG PLUS
9,22,new,,Changer : Dear Eris,A.C.E(에이스),"36,284","36,284",Kakao Entertainment
9,23,down,-9,LOVE YOURSELF 承 `Her`,방탄소년단,"35,999","274,153",YG PLUS
9,24,up,3,MAP OF THE SOUL : 7,방탄소년단,"32,629","219,463",YG PLUS
9,25,new,,I SAY MAMAMOO: THE BEST,마마무 (Mamamoo),"29,996","29,996",Kakao Entertainment
9,26,new,,The Classic Album : NSQG,존 노,"27,954","27,954",Warner Music
9,27,new,,별[星],진해성,"27,285","27,285",Kakao Entertainment
9,28,new,,Talk & Talk,프로미스나인,"23,000","23,000",YG PLUS
9,29,down,-26,6TH MINI ALBUM [THRILL-ING],더보이즈(THE BOYZ),"22,564","638,555",Kakao Entertainment
9,30,HOT,,riBBon,뱀뱀 (BamBam),"20,479","134,057",Kakao Entertainment
9,31,up,13,WINGS,방탄소년단,"18,605","143,513",YG PLUS
9,32,new,,BLIND,싸이퍼(Ciipher),"18,324","18,324",Kakao Entertainment
9,33,up,6,YOU NEVER WALK ALONE,방탄소년단,"18,221","139,364",YG PLUS
9,34,up,1,화양연화 Young Forever,방탄소년단,"17,255","140,514",YG PLUS
9,35,down,-5,BORDER : DAY ONE,ENHYPEN,"17,031","145,978","지니뮤직, Stone Music Entertainment"
9,36,down,-21,4U : OUTSIDE,비투비 (BTOB),"16,921","75,969",Kakao Entertainment
9,37,up,3,화양연화 pt.2,방탄소년단,"16,518","124,678",YG PLUS
9,38,new,,1+1=1,현아 & 던,"14,824","14,824",Kakao Entertainment
9,39,up,7,3RD ALBUM `An Ode`,세븐틴,"13,764","118,234",YG PLUS
9,40,up,13,"O! RUL8 ,2?",방탄소년단,"13,590","91,097",YG PLUS
9,41,up,11,BE,방탄소년단,"13,423","1,007,576",YG PLUS
9,42,up,6,화양연화 pt.1,방탄소년단,"13,174","100,676",YG PLUS
9,43,down,-10,minisode1 : Blue Hour,투모로우바이투게더,"13,170","117,351",YG PLUS
9,44,down,-34,SUMMER POPUP ALBUM [POPPING],온앤오프 (ONF),"13,139","106,614",Sony Music
9,45,up,5,2 Cool 4 Skool,방탄소년단,"12,537","87,815",YG PLUS
9,46,down,-41,SWITCH ON,아스트로(ASTRO),"12,428","309,750",Kakao Entertainment
9,47,up,2,Dark & Wild,방탄소년단,"12,343","86,833",YG PLUS
9,48,new,,Beautiful Sunshine,이은상,"12,115","12,115",Kakao Entertainment
9,49,up,2,THE ALBUM,BLACKPINK,"11,902","162,377",YG PLUS
9,50,down,-14,THE EARTH : SECRET MISSION Chapter.1,MCND,"11,335","26,911",Kakao Entertainment
9,51,down,-4,Skool Luv Affair,방탄소년단,"11,006","88,383",YG PLUS
9,52,up,3,GO生,Stray Kids (스트레이 키즈),"10,470","93,081",Dreamus
9,53,up,18,Eyes wide open,TWICE,"10,224","54,655",Dreamus
9,54,new,,"알고있지만, OST",Various Artists,"10,075","10,075",Warner Music
9,55,up,1,IN生,Stray Kids (스트레이 키즈),"9,868","99,418",Dreamus
9,56,down,-22,혼돈의 장 : FREEZE,투모로우바이투게더,"9,802","835,230",YG PLUS
9,57,down,-15,KILL THIS LOVE,BLACKPINK,"9,151","94,270",YG PLUS
9,58,up,8,꿈의 장: STAR,투모로우바이투게더,"9,045","59,851",YG PLUS
9,59,down,-48,공감 - The 1st Mini Album,디오 (D.O.),"8,703","378,715",Dreamus
9,60,down,-37,TURN OVER,SF9 (에스에프나인),"8,318","217,201",Kakao Entertainment
9,61,new,,4 ONLY,이하이,"8,315","8,315","지니뮤직, Stone Music Entertainment"
9,62,down,-17,Taste of Love,TWICE,"8,146","557,389",Dreamus
9,63,down,-55,1ST ALBUM PART 1 [The Awakening: Written In The Stars],CRAVITY,"7,952","149,540",Kakao Entertainment
9,64,-,,꿈의 장: MAGIC,투모로우바이투게더,"7,941","69,457",YG PLUS
9,65,up,8,꿈의 장: ETERNITY,투모로우바이투게더,"7,696","57,149",YG PLUS
9,66,down,-25,Hello Future - The 1st Album Repackage,NCT DREAM,"7,692","1,000,481",Dreamus
9,67,up,14,SQUARE UP,BLACKPINK,"7,610","62,880",YG PLUS
9,68,up,1,R,로제 (ROSE),"7,561","494,786",YG PLUS
9,69,up,9,7th Mini Album `헹가래`,세븐틴,"7,398","48,126",YG PLUS
9,70,down,-54,SERIES `O`[ROUND 2: HOLE],VERIVERY,"7,265","63,209","지니뮤직, Stone Music Entertainment"
9,71,down,-53,OPEN,권은비,"7,095","58,183",Kakao Entertainment
9,72,up,13,SOLO,제니 (JENNIE),"6,268","43,824",YG PLUS
9,73,up,2,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"6,194","37,017",Kakao Entertainment
9,74,down,-15,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"6,170","322,611",YG PLUS
9,75,down,-8,Cle : LEVANTER,Stray Kids (스트레이 키즈),"6,087","62,880",Dreamus
9,76,new,,Monologue remastered (LP+CD),김동률,"5,767","5,767",Kakao Entertainment
9,77,down,-9,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"5,697","2,063,551",Dreamus
9,78,down,-16,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,"5,457","394,012",Dreamus
9,79,down,-48,DON`T FIGHT THE FEELING - Special Album,EXO,"5,410","1,325,276",Dreamus
9,80,new,,쇼팽: 피아노 협주곡 2번 & 스케르초 (Deluxe),"Gianandrea Noseda, 조성진, London Symphony Orchestra","5,224","5,224",Universal Music
9,81,up,2,I am YOU,Stray Kids (스트레이 키즈),"5,193","54,212",Dreamus
9,82,down,-2,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"5,139","56,071",Dreamus
9,83,down,-18,We Go Up - The 2nd Mini Album,NCT DREAM,"4,940","99,248",Dreamus
9,84,new,,Moments in beteween,넬 (Nell),"4,921","4,921",Kakao Entertainment
9,85,up,2,5th Album 'LILAC',아이유 (IU),"4,380","393,007",Kakao Entertainment
9,86,up,76,Dear OHMYGIRL,오마이걸 (OH MY GIRL),"4,152","105,997",Sony Music
9,87,down,-3,ZERO : FEVER Part.2,ATEEZ (에이티즈),"4,131","514,498","지니뮤직, Stone Music Entertainment"
9,88,down,-12,I am NOT,Stray Kids (스트레이 키즈),"4,049","53,631",Dreamus
9,89,new,,펜트하우스 OST,Various Artists,"4,005","4,005",Dreamus
9,90,down,-18,I am WHO,Stray Kids (스트레이 키즈),"3,918","51,172",Dreamus
9,91,up,45,Star To A Young Culture,STAYC(스테이씨),"3,763","16,990",Kakao Entertainment
9,92,down,-3,Cle 2 : Yellow Wood,Stray Kids (스트레이 키즈),"3,722","41,803",Dreamus
9,93,down,-3,Special Album '; [Semicolon]',세븐틴,"3,657","42,411",YG PLUS
9,94,up,24,STAYDOM,STAYC(스테이씨),"3,657","81,909",Kakao Entertainment
9,95,down,-75,Play Game : Holiday,Weeekly (위클리),"3,565","46,367",Kakao Entertainment
9,96,up,42,YES or YES,TWICE,"3,534","22,077",Dreamus
9,97,up,24,TREASURE EP.2 : Zero To One,ATEEZ (에이티즈),"3,466","28,080",지니뮤직
9,98,down,-7,IT`z ICY,ITZY (있지),"3,214","24,760",Dreamus
9,99,new,,THE CLAN pt.2.5 [BEAUTIFUL],몬스타엑스,"3,000","5,637",Kakao Entertainment
9,100,new,,CANVAS,준호,"3,000","3,346",Dreamus
10,1,new,,9th Mini Album `Attacca`,세븐틴,"1,968,829","1,968,829",YG PLUS
10,2,new,,DIMENSION : DILEMMA,ENHYPEN,"1,139,099","1,139,099","지니뮤직, Stone Music Entertainment"
10,3,new,,Favorite - The 3rd Album Repackage,NCT 127,"626,036","626,036",Dreamus
10,4,new,,Savage - The 1st Mini Album,aespa,"519,618","519,618",Dreamus
10,5,down,-1,CRAZY IN LOVE,ITZY (있지),"151,997","487,607",Dreamus
10,6,down,-5,Sticker - The 3rd Album,NCT 127,"113,618","2,391,193",Dreamus
10,7,new,,MO` COMPLETE,AB6IX (에이비식스),"101,604","101,604",Warner Music
10,8,new,,GLASSY,조유리,"84,133","84,133","지니뮤직, Stone Music Entertainment"
10,9,up,10,LOVE YOURSELF 轉 `Tear`,방탄소년단,"77,420","384,651",YG PLUS
10,10,new,,COLORS from Ars,영재 (Young Jae),"77,138","77,138",Kakao Entertainment
10,11,up,13,MAP OF THE SOUL : 7,방탄소년단,"73,144","292,607",YG PLUS
10,12,new,,..선물,이찬원,"70,803","70,803",뮤직앤뉴
10,13,up,10,LOVE YOURSELF 承 `Her`,방탄소년단,"65,312","339,465",YG PLUS
10,14,new,,2nd EP Album `Bipolar Pt.2 사랑의 서`,EPEX (이펙스),"56,750","56,750","지니뮤직, Stone Music Entertainment"
10,15,up,6,LOVE YOURSELF 結 `Answer`,방탄소년단,"55,435","350,283",YG PLUS
10,16,new,,Ctrl+V,이진혁,"52,725","52,725",Kakao Entertainment
10,17,new,,ONLY LOVERS LEFT,WOODZ (조승연),"52,500","52,500","지니뮤직, Stone Music Entertainment"
10,18,down,-13,Butter,방탄소년단,"51,682","2,926,756",YG PLUS
10,19,up,1,MAP OF THE SOUL : PERSONA,방탄소년단,"46,015","298,050",YG PLUS
10,20,new,,NCT RESONANCE Pt. 1 - The 2nd Album,NCT,"44,987","73,397",Dreamus
10,21,down,-14,NOEASY,Stray Kids (스트레이 키즈),"44,231","1,272,822",Dreamus
10,22,new,,DDARA,골든차일드,"37,927","37,927",Kakao Entertainment
10,23,new,,슬기로운 의사생활 시즌2 OST,Various Artists,"31,468","31,468","지니뮤직, Stone Music Entertainment"
10,24,new,,Favorite - The 3rd Album Repackage (Kit),NCT 127,"30,700","30,700",Dreamus
10,25,new,,TURBULENCE,엔플라잉 (N.Flying),"29,200","29,200",Kakao Entertainment
10,26,down,-1,I SAY MAMAMOO: THE BEST,마마무 (Mamamoo),"29,159","59,155",Kakao Entertainment
10,27,new,,With,남우현,"29,146","29,146",Kakao Entertainment
10,28,new,,SEAT-BELT,블리처스(BLITZERS),"28,883","28,883",NHN벅스
10,29,down,-16,혼돈의 장: FIGHT OR ESCAPE,투모로우바이투게더,"28,833","727,195",YG PLUS
10,30,new,,WANTED,씨엔블루(CNBLUE),"27,996","27,996",Kakao Entertainment
10,31,new,,9th Mini Album `Attacca` (Kit),세븐틴,"24,478","24,478",YG PLUS
10,32,new,,HOT&COLD,박지훈,"23,423","23,423",NHN벅스
10,33,down,-16,BORDER : CARNIVAL,ENHYPEN,"20,245","757,017","지니뮤직, Stone Music Entertainment"
10,34,new,,Light a Wish,LIGHTSUM,"20,170","20,170",Kakao Entertainment
10,35,new,,JUST BEAT,JUST B (저스트비),"19,591","19,591",NHN벅스
10,36,down,-28,BAD LOVE - The 1st Mini Album,키 (KEY),"19,463","119,835",Dreamus
10,37,up,65,Dark Dream,엘라스트 (E`LAST),"19,130","22,130",뮤직앤뉴
10,38,up,39,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"17,716","2,081,267",Dreamus
10,39,down,-27,Chocolate Box,양요섭,"15,404","70,803",Kakao Entertainment
10,40,new,,Boys be LOUD,Various Artists,"15,372","15,372",Dreamus
10,41,up,15,혼돈의 장 : FREEZE,투모로우바이투게더,"15,135","850,365",YG PLUS
10,42,new,,History Of Kingdom : PartⅢ. Ivan,KINGDOM (킹덤),"14,405","14,405",Warner Music
10,43,down,-8,BORDER : DAY ONE,ENHYPEN,"14,096","160,074","지니뮤직, Stone Music Entertainment"
10,44,new,,ALPHA,CL,"12,959","12,959",Sony Music
10,45,new,,선물,백예린,"12,376","12,376",Dreamus
10,46,new,,감사,미스터트롯 TOP6,"12,280","12,280",Kakao Entertainment
10,47,down,-13,화양연화 Young Forever,방탄소년단,"11,907","152,421",YG PLUS
10,48,HOT,,`FOLLOW` : FIND YOU,몬스타엑스,"11,693","19,833",Kakao Entertainment
10,49,down,-34,1st Single Album [WHAT`S GOIN` ON],OMEGA X (오메가엑스),"11,656","56,703",다날엔터테인먼트
10,50,down,-1,THE ALBUM,BLACKPINK,"11,291","173,668",YG PLUS
10,51,up,12,1ST ALBUM PART 1 [The Awakening: Written In The Stars],CRAVITY,"10,941","160,481",Kakao Entertainment
10,52,down,-46,STEREOTYPE,STAYC(스테이씨),"10,918","149,066",Kakao Entertainment
10,53,down,-20,YOU NEVER WALK ALONE,방탄소년단,"10,876","150,240",YG PLUS
10,54,up,1,IN生,Stray Kids (스트레이 키즈),"10,738","110,156",Dreamus
10,55,down,-46,Blue Letter,원호 (WONHO),"10,690","74,408",Kakao Entertainment
10,56,down,-15,BE,방탄소년단,"10,394","1,017,970",YG PLUS
