month,album_rank,rank_change,rank_difference,title,artist,new_sales,cumulative_sales,production
4,62,down,-49,SERIES `O` [ROUND 1 : HALL],VERIVERY,"12,533","62,532","지니뮤직, Stone Music Entertainment"
4,63,new,,REVEAL,더보이즈(THE BOYZ),"11,974","26,990",Kakao Entertainment
4,64,down,-34,Into Violet,퍼플키스,"11,973","29,985",Kakao Entertainment
4,65,new,,4th MINI ALBUM [DreamLike],더보이즈(THE BOYZ),"11,961","25,848",Kakao Entertainment
4,66,up,31,안꿀려,싸이퍼(Ciipher),"10,855","16,745",Kakao Entertainment
4,67,up,8,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"10,814","290,907",YG PLUS
4,68,new,,LOVE ME RIGHT - The 2nd Album Repackage (Korean Ver.),EXO,"10,524","10,521",Dreamus
4,69,new,,Sing For You (Korean Ver.),EXO,"10,490","10,476",Dreamus
4,70,new,,XOXO (Kiss Ver.),EXO,"10,462","10,461",Dreamus
4,71,new,,`MAMA` EXO-K The 1st Mini Album,EXO-K,"10,404","10,403",Dreamus
4,72,new,,LOTTO - The 3rd Album Repackage (Korean Ver.),EXO,"10,404","10,402",Dreamus
4,73,new,,Reload,NCT DREAM,"10,001","23,515",Dreamus
4,74,new,,PAGE (Kit),강승윤,"10,000","10,000",YG PLUS
4,75,up,5,꿈의 장: MAGIC,투모로우바이투게더,"9,504","34,855",YG PLUS
4,76,new,,EXODUS (Korean Ver.),EXO,"9,484","9,468",Dreamus
4,77,up,2,꿈의 장: ETERNITY,투모로우바이투게더,"9,345","29,884",YG PLUS
4,78,new,,EX’ACT - The 3rd Album (Korean Ver.),EXO,"9,295","9,295",Dreamus
4,79,up,25,OBSESSION - The 6th Album,EXO,"9,187","14,158",Dreamus
4,80,up,10,꿈의 장: STAR,투모로우바이투게더,"9,161","28,309",YG PLUS
4,81,new,,"Universe - 겨울 스페셜 앨범, 2017",EXO,"9,032","9,480",Dreamus
4,82,down,-47,THE ALBUM,BLACKPINK,"8,919","105,905",YG PLUS
4,83,down,-34,GO生,Stray Kids (스트레이 키즈),"8,903","39,386",Dreamus
4,84,new,,IT'z ME,ITZY (있지),"8,819","8,721",Dreamus
4,85,down,-54,BEFORE SUNRISE Part. 2,T1419,"8,563","26,496",Sony Music
4,86,down,-12,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"8,547","29,912",Dreamus
4,87,new,,IT`z ICY,ITZY (있지),"8,457","8,419",Dreamus
4,88,new,,"timeabout,",유키카 (YUKIKA),"8,446","8,446",YG PLUS
4,89,new,,12월의 기적 (Miracles in December) (Korean Ver.),EXO,"8,193","8,192",Dreamus
4,90,down,-27,7th Mini Album [GATEWAY],아스트로(ASTRO),"8,133","25,608",Kakao Entertainment
4,91,down,-22,Cle : LEVANTER,Stray Kids (스트레이 키즈),"7,751","30,260",Dreamus
4,92,down,-44,SQUARE UP,BLACKPINK,"7,604","30,946",YG PLUS
4,93,up,3,2nd Single Album [Bloom Bloom],더보이즈(THE BOYZ),"7,284","15,257",Kakao Entertainment
4,94,down,-33,I am NOT,Stray Kids (스트레이 키즈),"6,969","29,150",Dreamus
4,95,down,-4,7th Mini Album `헹가래`,세븐틴,"6,951","24,499",YG PLUS
4,96,down,-37,3RD ALBUM `An Ode`,세븐틴,"6,900","49,556",YG PLUS
4,97,up,55,What is Love?,TWICE,"6,879","17,853",Dreamus
4,98,new,,Hey Mama! - The 1st Mini Album,EXO-CBX (첸백시),"6,878","6,875",Dreamus
4,99,down,-59,KILL THIS LOVE,BLACKPINK,"6,838","40,854",YG PLUS
4,100,new,,Feel Special,TWICE,"6,633","17,064",Dreamus
5,1,new,,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"1,995,091","1,995,091",Dreamus
5,2,new,,혼돈의 장 : FREEZE,투모로우바이투게더,"693,217","693,217",YG PLUS
5,3,new,,The Blowing,하이라이트(Highlight),"108,820","108,820",Kakao Entertainment
5,4,new,,BINARY CODE,원어스(ONEUS),"102,678","102,678",Kakao Entertainment
5,5,down,-4,BORDER : CARNIVAL,ENHYPEN,"100,485","622,621","지니뮤직, Stone Music Entertainment"
5,6,new,,Advice - The 3rd Mini Album,태민 (TAEMIN),"99,811","99,811",Dreamus
5,7,down,-2,GUESS WHO,ITZY (있지),"97,500","330,070",Dreamus
5,8,new,,Dear OHMYGIRL,오마이걸 (OH MY GIRL),"93,908","93,908",Sony Music
5,9,new,,Beautiful Night - The 4th Mini Album,예성 (YESUNG),"85,943","85,943",Dreamus
5,10,new,,NCT 2018 EMPATHY,NCT,"73,672","193,442",Dreamus
5,11,new,,My attitude,우주소녀 더 블랙 (WJSN THE BLACK),"65,994","65,994",Kakao Entertainment
5,12,new,,We Boom - The 3rd Mini Album,NCT DREAM,"64,526","124,449",Dreamus
5,13,up,32,ZERO : FEVER Part.2,ATEEZ (에이티즈),"62,968","462,818","지니뮤직, Stone Music Entertainment"
5,14,new,,NCT RESONANCE Pt. 2 - The 2nd Album (Kit),NCT,"59,973","114,384",Dreamus
5,15,new,,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album (Kit),NCT 127,"49,991","56,984",Dreamus
5,16,new,,The First - The 1st Single Album,NCT DREAM,"49,269","99,184",Dreamus
5,17,new,,9 WAY TICKET,프로미스나인,"48,962","48,962","지니뮤직, Stone Music Entertainment"
5,18,HOT,,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,"44,110","355,634",Dreamus
5,19,new,,We Go Up - The 2nd Mini Album,NCT DREAM,"40,008","79,970",Dreamus
5,20,new,,Last Melody,EVERGLOW (에버글로우),"36,983","36,983","지니뮤직, Stone Music Entertainment"
5,21,new,,NCT #127 Neo Zone - The 2nd Album (Kit),NCT 127,"35,138","46,116",Dreamus
5,22,new,,NCT #127 Neo Zone The Final Round - The 2nd Album Repackage (Kit),NCT 127,"29,793","40,769",Dreamus
5,23,new,,We Boom - The 3rd Mini Album (Kit),NCT DREAM,"26,984","42,945",Dreamus
5,24,down,-16,Atlantis - The 7th Album Repackage,샤이니 (SHINee),"26,944","145,435",Dreamus
5,25,new,,Beautiful Night - The 4th Mini Album (TAPE),예성 (YESUNG),"26,439","26,439",Dreamus
5,26,up,1,MAP OF THE SOUL : PERSONA,방탄소년단,"25,370","131,375",YG PLUS
5,27,new,,Take Over The Moon - The 2nd Mini Album,WayV,"25,098","26,526",Dreamus
5,28,up,11,The Renaissance - The 10th Album,슈퍼주니어 (Super Junior),"24,682","480,163",Dreamus
5,29,up,44,Reload,NCT DREAM,"24,361","47,876",Dreamus
5,30,-,,DISHARMONY : BREAK OUT,P1Harmony,"24,034","59,701",Kakao Entertainment
5,31,new,,NCT #127 Regular-Irregular - The 1st Album,NCT 127,"23,787","28,347",Dreamus
5,32,down,-25,Like Water - The 1st Mini Album,웬디 (WENDY),"23,105","169,714",Dreamus
5,33,new,,RE:BORN,TO1 (티오원),"22,445","22,445","지니뮤직, Stone Music Entertainment"
5,34,up,62,3RD ALBUM `An Ode`,세븐틴,"20,608","70,164",YG PLUS
5,35,down,-15,LOVE YOURSELF 轉 `Tear`,방탄소년단,"20,047","134,989",YG PLUS
5,36,down,-13,LOVE YOURSELF 結 `Answer`,방탄소년단,"19,489","135,690",YG PLUS
5,37,down,-6,MAP OF THE SOUL : 7,방탄소년단,"18,355","117,386",YG PLUS
5,38,down,-14,LOVE YOURSELF 承 `Her`,방탄소년단,"18,333","126,870",YG PLUS
5,39,new,,Ring Ring,로켓펀치 (Rocket Punch),"18,203","18,203",Kakao Entertainment
5,40,down,-25,CITY OF ONF,온앤오프 (ONF),"15,621","78,455","지니뮤직, Stone Music Entertainment"
5,41,new,,Reload (Kit),NCT DREAM,"15,362","23,351",Dreamus
5,42,new,,ㅅ (시옷),성시경,"14,980","14,980",Kakao Entertainment
5,43,up,39,THE ALBUM,BLACKPINK,"13,227","119,132",YG PLUS
5,44,down,-26,STAYDOM,STAYC(스테이씨),"13,199","69,397",Kakao Entertainment
5,45,down,-11,화양연화 Young Forever,방탄소년단,"12,681","81,283",YG PLUS
5,46,down,-17,Kick Back - The 3rd Mini Album,WayV,"11,950","275,497",Dreamus
5,47,down,-12,WINGS,방탄소년단,"11,883","82,469",YG PLUS
5,48,down,-34,MO` COMPLETE : HAVE A DREAM,AB6IX (에이비식스),"11,158","83,304",Warner Music
5,49,down,-5,minisode1 : Blue Hour,투모로우바이투게더,"10,936","62,274",YG PLUS
5,50,new,,CHECK-IN,블리처스(BLITZERS),"10,665","10,665",NHN벅스
5,51,down,-11,화양연화 pt.2,방탄소년단,"10,364","68,832",YG PLUS
5,52,down,-3,BORDER : DAY ONE,ENHYPEN,"10,192","84,240","지니뮤직, Stone Music Entertainment"
5,53,down,-28,R (LP),로제 (ROSE),"9,704","52,518",YG PLUS
5,54,up,29,GO生,Stray Kids (스트레이 키즈),"9,669","49,055",Dreamus
5,55,up,44,KILL THIS LOVE,BLACKPINK,"9,642","50,496",YG PLUS
5,56,down,-1,"O! RUL8 ,2?",방탄소년단,"9,591","47,399",YG PLUS
5,57,down,-11,화양연화 pt.1,방탄소년단,"9,535","55,426",YG PLUS
5,58,down,-32,BE,방탄소년단,"9,496","959,316",YG PLUS
5,59,new,,WISH,woo!ah! (우아!),"9,096","9,096",Kakao Entertainment
5,60,down,-23,YOU NEVER WALK ALONE,방탄소년단,"8,991","77,191",YG PLUS
5,61,down,-8,Skool Luv Affair,방탄소년단,"8,351","45,875",YG PLUS
5,62,down,-4,IN生,Stray Kids (스트레이 키즈),"8,194","54,612",Dreamus
5,63,down,-6,2 Cool 4 Skool,방탄소년단,"7,926","46,514",YG PLUS
5,64,down,-8,INTERSECTION : TRACE,BAE173,"7,797","21,397",Kakao Entertainment
5,65,new,,Dry Flower,페노메코 (PENOMECO),"7,233","7,233",Dreamus
5,66,up,9,꿈의 장: MAGIC,투모로우바이투게더,"6,899","41,754",YG PLUS
5,67,new,,[+ +],이달의 소녀,"6,850","6,850",다날엔터테인먼트
5,68,down,-17,Dark & Wild,방탄소년단,"6,725","45,508",YG PLUS
5,69,down,-50,SCENE26,이진혁,"6,418","59,666",Kakao Entertainment
5,70,up,21,Cle : LEVANTER,Stray Kids (스트레이 키즈),"6,388","36,648",Dreamus
5,71,up,23,I am NOT,Stray Kids (스트레이 키즈),"5,915","35,065",Dreamus
5,72,up,30,I am YOU,Stray Kids (스트레이 키즈),"5,786","33,809",Dreamus
5,73,down,-6,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"5,693","296,600",YG PLUS
5,74,up,21,7th Mini Album `헹가래`,세븐틴,"5,662","30,161",YG PLUS
5,75,down,-13,SERIES `O` [ROUND 1 : HALL],VERIVERY,"5,647","68,179","지니뮤직, Stone Music Entertainment"
5,76,up,16,SQUARE UP,BLACKPINK,"5,502","36,448",YG PLUS
5,77,down,-65,R,로제 (ROSE),"5,146","473,027",YG PLUS
5,78,down,-45,5th Album 'LILAC',아이유 (IU),"5,047","378,869",Kakao Entertainment
5,79,new,,HAPPEN,헤이즈 (Heize),"5,000","5,000","지니뮤직, Stone Music Entertainment"
5,80,new,,CONMIGO,트라이비(TRI.BE),"4,989","4,989",Universal Music
5,81,new,,Like Water - The 1st Mini Album (LP),웬디 (WENDY),"4,900","4,900",Dreamus
5,82,down,-21,We play,Weeekly (위클리),"4,749","42,739",Kakao Entertainment
5,83,up,61,TREASURE EPILOGUE : Action To Answer,ATEEZ (에이티즈),"4,733","16,602","지니뮤직, Stone Music Entertainment"
5,84,new,,Oneiric Diary (幻想日記),IZ*ONE (아이즈원),"4,701","8,383","지니뮤직, Stone Music Entertainment"
5,85,up,48,3rd MINI ALBUM [THE ONLY],더보이즈(THE BOYZ),"4,622","16,828",Kakao Entertainment
5,86,new,,술잔,홍자,"4,594","4,594",Kakao Entertainment
5,87,new,,9컷 (LP),기리보이(Giriboy),"4,508","4,508",Kakao Entertainment
5,88,down,-2,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"4,443","34,355",Dreamus
5,89,down,-9,꿈의 장: STAR,투모로우바이투게더,"4,401","32,710",YG PLUS
5,90,down,-79,Be My Reason,황치열,"4,329","88,925",Kakao Entertainment
5,91,new,,인생은 나쁜X,비비(BIBI),"4,257","4,257",Kakao Entertainment
5,92,new,,Cliche,"Kid Milli, dress","4,256","4,256",Kakao Entertainment
5,93,down,-6,IT`z ICY,ITZY (있지),"4,203","12,622",Dreamus
5,94,down,-17,꿈의 장: ETERNITY,투모로우바이투게더,"4,044","33,928",YG PLUS
5,95,down,-48,Don`t Call Me - The 7th Album,샤이니 (SHINee),"4,016","300,977",Dreamus
5,96,up,8,I am WHO,Stray Kids (스트레이 키즈),"3,967","31,417",Dreamus
5,97,up,61,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"3,768","14,395",Kakao Entertainment
5,98,up,2,Feel Special,TWICE,"3,767","20,831",Dreamus
5,99,new,,KIMDONGRYUL LIVE 2019 오래된 노래 (LP),김동률,"3,650","3,650",Kakao Entertainment
5,100,down,-64,Temperature of Love,윤지성,"3,648","29,712","지니뮤직, Stone Music Entertainment"
6,1,new,,8th Mini Album `Your Choice`,세븐틴,"1,391,964","1,391,964",YG PLUS
6,2,new,,DON`T FIGHT THE FEELING - Special Album,EXO,"1,216,175","1,216,175",Dreamus
6,3,new,,Hello Future - The 1st Album Repackage,NCT DREAM,"869,086","869,086",Dreamus
6,4,new,,Taste of Love,TWICE,"522,876","522,876",Dreamus
6,5,new,,One Of A Kind,몬스타엑스,"305,808","305,808",Kakao Entertainment
6,6,new,,WAW,마마무 (Mamamoo),"130,680","130,680",Kakao Entertainment
6,7,new,,riBBon,뱀뱀 (BamBam),"103,156","103,156",Kakao Entertainment
6,8,new,,안녕 (Hello) - Special Album,조이 (JOY),"96,142","96,142",Dreamus
6,9,new,,WATERFALL,B.I,"95,000","95,000",Dreamus
6,10,down,-8,혼돈의 장 : FREEZE,투모로우바이투게더,"91,177","784,394",YG PLUS
6,11,new,,[&],이달의 소녀,"90,564","90,564",Kakao Entertainment
6,12,new,,MUST,2PM,"74,443","74,443",Dreamus
6,13,new,,IDENTITY : Action,위아이 (WEi),"73,250","73,250",Kakao Entertainment
6,14,new,,Summer Queen,브레이브걸스 (Brave Girls),"71,379","71,379",Kakao Entertainment
6,15,new,,Sneakers,하성운,"62,962","62,962",인터파크
6,16,new,,Fade,한승우,"58,020","58,020",Kakao Entertainment
6,17,down,-16,맛 (Hot Sauce) - The 1st Album,NCT DREAM,"53,951","2,049,042",Dreamus
6,18,new,,Man on the Moon,엔플라잉 (N.Flying),"52,974","52,974",Kakao Entertainment
6,19,new,,CONNECTION,업텐션 (UP10TION),"49,700","49,700",Kakao Entertainment
6,20,new,,SIREN : DAWN,A.C.E(에이스),"39,972","39,972",Kakao Entertainment
6,21,down,-8,ZERO : FEVER Part.2,ATEEZ (에이티즈),"39,332","502,150","지니뮤직, Stone Music Entertainment"
6,22,new,,Point Of View: U,유겸 (YUGYEOM),"38,813","38,813","지니뮤직, Stone Music Entertainment"
6,23,new,,1st EP Album `Bipolar Pt.1 불안의 서`,EPEX (이펙스),"37,427","37,427","지니뮤직, Stone Music Entertainment"
6,24,new,,BLACKPINK 2021 `THE SHOW` LIVE,BLACKPINK,"35,000","35,000",YG PLUS
6,25,new,,TREASURE EP.3 : One To All,ATEEZ (에이티즈),"34,017","34,008","지니뮤직, Stone Music Entertainment"
6,26,new,,TREASURE EP.FIN : All To Action,ATEEZ (에이티즈),"31,578","32,052","지니뮤직, Stone Music Entertainment"
6,27,up,8,LOVE YOURSELF 轉 `Tear`,방탄소년단,"29,057","164,046",YG PLUS
6,28,new,,Vanilla,LIGHTSUM,"27,897","27,897",Kakao Entertainment
6,29,up,7,LOVE YOURSELF 結 `Answer`,방탄소년단,"24,018","159,708",YG PLUS
6,30,new,,안녕 (Hello) - Special Album (TAPE),조이 (JOY),"23,850","23,850",Dreamus
6,31,down,-5,MAP OF THE SOUL : PERSONA,방탄소년단,"23,355","154,730",YG PLUS
6,32,down,-14,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,"22,222","377,856",Dreamus
6,33,new,,1st Single Album [Free Pass],DRIPPIN(드리핀),"22,206","22,206",Kakao Entertainment
6,34,up,3,MAP OF THE SOUL : 7,방탄소년단,"21,308","138,694",YG PLUS
6,35,down,-29,Advice - The 3rd Mini Album,태민 (TAEMIN),"21,072","120,883",Dreamus
6,36,new,,ZERO : FEVER Part.1,ATEEZ (에이티즈),"20,360","20,646","지니뮤직, Stone Music Entertainment"
6,37,new,,TREASURE EP.1 : All To Zero,ATEEZ (에이티즈),"20,090","20,082","지니뮤직, Stone Music Entertainment"
6,38,new,,TREASURE EP.2 : Zero To One,ATEEZ (에이티즈),"18,655","18,652",지니뮤직
6,39,down,-6,RE:BORN,TO1 (티오원),"17,516","39,961","지니뮤직, Stone Music Entertainment"
6,40,down,-2,LOVE YOURSELF 承 `Her`,방탄소년단,"17,363","144,233",YG PLUS
6,41,down,-36,BORDER : CARNIVAL,ENHYPEN,"13,601","636,222","지니뮤직, Stone Music Entertainment"
6,42,up,5,WINGS,방탄소년단,"13,584","96,053",YG PLUS
6,43,up,17,YOU NEVER WALK ALONE,방탄소년단,"12,933","90,124",YG PLUS
6,44,up,18,IN生,Stray Kids (스트레이 키즈),"11,980","66,592",Dreamus
6,45,up,10,KILL THIS LOVE,BLACKPINK,"11,666","62,162",YG PLUS
6,46,down,-1,화양연화 Young Forever,방탄소년단,"11,384","92,667",YG PLUS
6,47,up,4,화양연화 pt.2,방탄소년단,"11,302","80,134",YG PLUS
6,48,down,-5,THE ALBUM,BLACKPINK,"11,124","130,256",YG PLUS
6,49,new,,NOW : When we are in Love,GHOST9,"11,040","11,040",NHN벅스
6,50,up,4,GO生,Stray Kids (스트레이 키즈),"10,942","59,997",Dreamus
6,51,up,7,BE,방탄소년단,"10,881","970,197",YG PLUS
6,52,down,-18,3RD ALBUM `An Ode`,세븐틴,"10,760","80,924",YG PLUS
6,53,new,,Planet Nine : Alter Ego,원위 (ONEWE),"10,745","10,745",Kakao Entertainment
6,54,down,-38,The First - The 1st Single Album,NCT DREAM,"10,389","109,573",Dreamus
6,55,down,-3,BORDER : DAY ONE,ENHYPEN,"10,201","94,441","지니뮤직, Stone Music Entertainment"
6,56,new,,The Classic Album (LP),김호중,"10,000","10,000",Warner Music
6,57,new,,우리家 (LP),김호중,"9,996","9,996",Kakao Entertainment
6,58,down,-1,화양연화 pt.1,방탄소년단,"9,745","65,171",YG PLUS
6,59,up,2,Skool Luv Affair,방탄소년단,"9,730","55,605",YG PLUS
6,60,down,-43,9 WAY TICKET,프로미스나인,"9,070","58,032","지니뮤직, Stone Music Entertainment"
6,61,down,-12,minisode1 : Blue Hour,투모로우바이투게더,"9,054","71,328",YG PLUS
6,62,new,,One Of A Kind (Kit),몬스타엑스,"8,925","8,925",Kakao Entertainment
6,63,down,-7,"O! RUL8 ,2?",방탄소년단,"8,920","56,319",YG PLUS
6,64,down,-44,Last Melody,EVERGLOW (에버글로우),"8,872","45,855","지니뮤직, Stone Music Entertainment"
6,65,new,,THE INTERSECTION : CONTACT,BDC,"8,681","8,681",Kakao Entertainment
6,66,new,,THE OTHER SIDE OF THE MOON,공원소녀(Girls in the Park),"8,626","8,626",Sony Music
6,67,new,,ISLAND,ASH ISLAND,"8,571","8,571","지니뮤직, Stone Music Entertainment"
6,68,down,-29,Ring Ring,로켓펀치 (Rocket Punch),"8,482","26,685",Kakao Entertainment
6,69,down,-29,CITY OF ONF,온앤오프 (ONF),"8,247","86,702","지니뮤직, Stone Music Entertainment"
6,70,down,-7,2 Cool 4 Skool,방탄소년단,"8,131","54,645",YG PLUS
6,71,down,-3,Dark & Wild,방탄소년단,"8,028","53,536",YG PLUS
6,72,down,-61,My attitude,우주소녀 더 블랙 (WJSN THE BLACK),"7,931","73,925",Kakao Entertainment
6,73,new,,The Volunteers,The Volunteers (더 발룬티어스),"7,758","7,758",Dreamus
6,74,new,,Gatcha!,LUCY,"7,515","7,515",Kakao Entertainment
6,75,new,,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,NCT 127,"7,496","23,340",Dreamus
6,76,new,,NCT #127 Neo Zone - The 2nd Album,NCT 127,"7,462","73,175","Dreamus, Caroline"
6,77,down,-47,DISHARMONY : BREAK OUT,P1Harmony,"7,449","67,150",Kakao Entertainment
6,78,down,-8,Cle : LEVANTER,Stray Kids (스트레이 키즈),"7,367","44,015",Dreamus
6,79,down,-3,SQUARE UP,BLACKPINK,"7,248","43,696",YG PLUS
6,80,new,,1st Mini Album `VAMOS`,OMEGA X (오메가엑스),"7,142","7,142",Kakao Entertainment
6,81,new,,[&] (Kit),이달의 소녀,"6,736","6,736",Kakao Entertainment
6,82,down,-34,MO` COMPLETE : HAVE A DREAM,AB6IX (에이비식스),"6,497","89,801",Warner Music
6,83,-,,TREASURE EPILOGUE : Action To Answer,ATEEZ (에이티즈),"6,452","23,054","지니뮤직, Stone Music Entertainment"
6,84,down,-42,ㅅ (시옷),성시경,"6,396","21,376",Kakao Entertainment
6,85,down,-1,Oneiric Diary (幻想日記),IZ*ONE (아이즈원),"6,208","14,591","지니뮤직, Stone Music Entertainment"
6,86,down,-5,Like Water - The 1st Mini Album (LP),웬디 (WENDY),"6,100","11,000",Dreamus
6,87,down,-14,THE FIRST STEP : TREASURE EFFECT,TREASURE (트레저),"5,902","302,502",YG PLUS
6,88,down,-16,I am YOU,Stray Kids (스트레이 키즈),"5,857","39,666",Dreamus
6,89,up,8,5th MINI ALBUM [CHASE],더보이즈(THE BOYZ),"5,788","20,183",Kakao Entertainment
6,90,down,-1,꿈의 장: STAR,투모로우바이투게더,"5,675","38,385",YG PLUS
6,91,down,-3,Cle 1 : MIROH,Stray Kids (스트레이 키즈),"5,641","39,996",Dreamus
6,92,down,-33,WISH,woo!ah! (우아!),"5,574","14,670",Kakao Entertainment
6,93,new,,답장+remastered (LP+CD),김동률,"5,533","5,533",Kakao Entertainment
6,94,down,-82,We Boom - The 3rd Mini Album,NCT DREAM,"5,244","129,693",Dreamus
6,95,up,29,7th Mini Album [GATEWAY],아스트로(ASTRO),"5,127","32,980",Kakao Entertainment
6,96,down,-30,꿈의 장: MAGIC,투모로우바이투게더,"5,012","46,766",YG PLUS
6,97,down,-20,R,로제 (ROSE),"4,832","477,859",YG PLUS
6,98,down,-4,꿈의 장: ETERNITY,투모로우바이투게더,"4,647","38,575",YG PLUS
6,99,down,-28,I am NOT,Stray Kids (스트레이 키즈),"4,625","39,690",Dreamus
6,100,new,,오보에,양홍원,"4,301","4,301",Kakao Entertainment
7,1,new,,Butter,방탄소년단,"2,490,969","2,490,969",YG PLUS
7,2,new,,공감 - The 1st Mini Album,디오 (D.O.),"282,563","282,563",Dreamus
7,3,new,,Hello Future - The 1st Album Repackage (Kit),NCT DREAM,"268,252","268,252",Dreamus
7,4,new,,TURN OVER,SF9 (에스에프나인),"176,065","176,065",Kakao Entertainment
7,5,down,-2,Hello Future - The 1st Album Repackage,NCT DREAM,"108,750","977,836",Dreamus
7,6,new,,[Summer Holiday],드림캐쳐,"89,981","89,981",Sony Music
7,7,down,-5,DON`T FIGHT THE FEELING - Special Album,EXO,"84,162","1,300,337",Dreamus
7,8,down,-7,8th Mini Album `Your Choice`,세븐틴,"73,817","1,465,781",YG PLUS
7,9,new,,Right Through Me,DAY6 (Even of Day),"71,099","71,099",Dreamus
7,10,up,2,MUST,2PM,"66,657","141,100",Dreamus
7,11,new,,Windy,전소연,"38,717","38,717",Kakao Entertainment
7,12,down,-7,One Of A Kind,몬스타엑스,"36,557","342,365",Kakao Entertainment
7,13,up,28,BORDER : CARNIVAL,ENHYPEN,"28,558","664,780","지니뮤직, Stone Music Entertainment"
7,14,up,17,MAP OF THE SOUL : PERSONA,방탄소년단,"26,535","181,265",YG PLUS
7,15,up,12,LOVE YOURSELF 轉 `Tear`,방탄소년단,"25,812","189,858",YG PLUS
7,16,down,-5,[&],이달의 소녀,"24,574","115,138",Kakao Entertainment
7,17,up,12,LOVE YOURSELF 結 `Answer`,방탄소년단,"23,866","183,574",YG PLUS
7,18,up,16,MAP OF THE SOUL : 7,방탄소년단,"23,706","162,400",YG PLUS
7,19,down,-9,혼돈의 장 : FREEZE,투모로우바이투게더,"23,649","808,043",YG PLUS
7,20,new,,Wish,레떼아모르,"23,599","23,599",Kakao Entertainment
7,21,up,19,LOVE YOURSELF 承 `Her`,방탄소년단,"22,851","167,084",YG PLUS
7,22,new,,프리즘,라비던스,"19,693","19,693",Dreamus
7,23,new,,IITE COOL,DPR LIVE,"19,659","19,659",Kakao Entertainment
7,24,down,-11,IDENTITY : Action,위아이 (WEi),"16,640","89,890",Kakao Entertainment
7,25,down,-5,SIREN : DAWN,A.C.E(에이스),"15,829","55,801",Kakao Entertainment
7,26,up,17,YOU NEVER WALK ALONE,방탄소년단,"15,721","105,845",YG PLUS
7,27,up,6,1st Single Album [Free Pass],DRIPPIN(드리핀),"15,390","37,596",Kakao Entertainment
7,28,up,14,WINGS,방탄소년단,"15,360","111,413",YG PLUS
7,29,up,80,JUST BURN,JUST B (저스트비),"14,767","18,210",NHN벅스
7,30,up,25,BORDER : DAY ONE,ENHYPEN,"14,699","109,140","지니뮤직, Stone Music Entertainment"
7,31,up,30,minisode1 : Blue Hour,투모로우바이투게더,"14,510","85,838",YG PLUS
7,32,up,14,화양연화 Young Forever,방탄소년단,"14,264","106,931",YG PLUS
7,33,down,-29,Taste of Love,TWICE,"14,076","536,952",Dreamus
7,34,up,1,Advice - The 3rd Mini Album,태민 (TAEMIN),"14,021","134,904",Dreamus
7,35,new,,`The ReVe Festival` Finale,레드벨벳(Red Velvet),"13,449","49,435",Dreamus
7,36,up,8,IN生,Stray Kids (스트레이 키즈),"13,291","79,883",Dreamus
7,37,down,-9,Vanilla,LIGHTSUM,"13,246","41,143",Kakao Entertainment
7,38,up,13,BE,방탄소년단,"13,044","983,241",YG PLUS
7,39,down,-23,Fade,한승우,"12,958","70,978",Kakao Entertainment
7,40,up,7,화양연화 pt.2,방탄소년단,"12,881","93,015",YG PLUS
7,41,up,9,GO生,Stray Kids (스트레이 키즈),"12,702","72,699",Dreamus
7,42,down,-19,1st EP Album `Bipolar Pt.1 불안의 서`,EPEX (이펙스),"12,113","49,540","지니뮤직, Stone Music Entertainment"
7,43,new,,NEXT EPISODE,AKMU (악뮤),"11,552","11,552",YG PLUS
7,44,up,8,3RD ALBUM `An Ode`,세븐틴,"11,543","92,467",YG PLUS
7,45,new,,History Of Kingdom : PartⅡ. Chiwoo,KINGDOM (킹덤),"11,376","11,376",Warner Music
7,46,up,34,1st Mini Album `VAMOS`,OMEGA X (오메가엑스),"11,253","18,395",Kakao Entertainment
7,47,up,11,화양연화 pt.1,방탄소년단,"10,692","75,863",YG PLUS
7,48,up,15,"O! RUL8 ,2?",방탄소년단,"10,292","66,611",YG PLUS
7,49,new,,Summer Magic - Summer Mini Album,레드벨벳(Red Velvet),"10,000","9,997",Dreamus
7,50,new,,TURN OVER (Kit),SF9 (에스에프나인),"9,991","9,991",Kakao Entertainment
7,51,down,-44,riBBon,뱀뱀 (BamBam),"9,909","113,065",Kakao Entertainment
7,52,up,7,Skool Luv Affair,방탄소년단,"9,801","65,406",YG PLUS
7,53,new,,City Lights - The 1st Mini Album,백현 (BAEKHYUN),"9,785","24,819",Dreamus
7,54,up,17,Dark & Wild,방탄소년단,"9,509","63,045",YG PLUS
7,55,up,15,2 Cool 4 Skool,방탄소년단,"9,388","64,033",YG PLUS
7,56,up,18,Gatcha!,LUCY,"9,340","16,855",Kakao Entertainment
7,57,down,-9,THE ALBUM,BLACKPINK,"9,255","139,511",YG PLUS
