month,month_name,album_rank,rank_change,rank_difference,title,artist,new_sales,cumulative_sales,production
12,December,72,up,24,STAYDOM,STAYC,5362,95504,Kakao Entertainment
12,December,73,-,0,NOW : Who we are facing,GHOST9,5137,11810,Bugs (NHN벅스)
12,December,74,up,31,Star To A Young Culture,STAYC,4972,29267,Kakao Entertainment
12,December,75,new,,The Volunteers (LP),The Volunteers ,4898,4898,Dreamus
12,December,76,down,-61,폐허가 된다 해도,LEE SEUNG YOON,4708,66266,Kakao Entertainment
12,December,77,up,51,THE FIRST STEP : TREASURE EFFECT,TREASURE ,4676,331320,YG PLUS
12,December,78,up,22,SOLO,JENNIE,4657,57415,YG PLUS
12,December,79,down,-61,Re:T-ARA,T-ara,4656,53956,Dreamus
12,December,80,new,,WATERFALL (LP),B.I,4423,4423,Dreamus
12,December,81,up,32,5th Album 'LILAC',IU,4408,402864,Kakao Entertainment
12,December,82,new,,Just right,GOT7,4103,10103,Dreamus
12,December,83,new,,신세계 : PARANA,Cho MinGyu (조민규),4041,4041,Interpark
12,December,84,new,,THE LETTER (Kit),KIM JAE HWAN (김재환),4000,4000,"Genie Music, Stone Music Entertainment"
12,December,85,new,,SUNRISE (LP),DAY6,3940,3940,Dreamus
12,December,86,new,,MOONRISE (LP),DAY6,3940,3940,Dreamus
12,December,87,new,,Special Album '; [Semicolon]',SEVENTEEN,3854,42708,YG PLUS
12,December,88,up,16,IT`z ICY,ITZY ,3830,34927,Dreamus
12,December,89,down,-73,XOXO,JEON SOMI,3710,58933,YG PLUS
12,December,90,up,46,I am WHO,Stray Kids ,3651,60830,Dreamus
12,December,91,up,11,IT'z ME,ITZY ,3605,30189,Dreamus
12,December,92,up,15,5th MINI ALBUM [CHASE],THE BOYZ,3403,49480,Kakao Entertainment
12,December,93,up,67,TWICEcoaster : LANE 2,TWICE,3244,17896,Dreamus
12,December,94,down,-28,Cle 1 : MIROH,Stray Kids ,3178,70131,Dreamus
12,December,95,up,22,Not Shy,ITZY ,3117,29295,Dreamus
12,December,96,up,49,Merry & Happy,TWICE,3022,15763,Dreamus
12,December,97,up,24,LALISA,LISA,2919,708475,YG PLUS
12,December,98,up,21,VENI VIDI VICI,TRI.BE,2730,13345,Universal Music
12,December,99,up,32,Love poem,IU,2685,31277,Kakao Entertainment
12,December,100,new,,Bye (LP),IM CHANG JUNG (임창정),2607,2607,Warner Music
