"tournament","league","region","year","champion","ingamerole","ban_count","pick_count","player_count","win_count","loss_count","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Heimerdinger","Support",0,1,1,0,1,0,6,1,7991,199,8905
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Irelia","Mid",47,4,2,1,3,16,11,9,54766,1309,50367
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Irelia","Top",47,10,5,5,5,43,36,36,140583,2933,163288
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Jayce","Top",79,44,9,28,16,150,115,219,604463,12534,1010358
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Jayce","Mid",79,4,4,1,3,4,6,14,50588,1207,68336
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Jhin","Bot",4,17,8,7,10,38,26,61,224086,5269,192007
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Jinx","Bot",6,35,10,23,12,120,42,169,549872,12876,645897
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Kai'Sa","Bot",12,29,12,14,15,109,63,120,395564,8987,381513
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Kalista","Top",97,1,1,0,1,2,5,2,12950,317,11969
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Kalista","Bot",97,64,12,32,32,203,139,333,906920,20917,767900
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Karma","Bot",48,1,1,1,0,1,2,14,10962,192,6374
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Karma","Support",48,19,6,5,14,10,59,112,150036,540,132915
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Karma","Mid",48,9,4,4,5,10,16,50,100373,2074,94245
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Kennen","Top",13,13,6,5,8,29,43,64,174660,3756,229287
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Kindred","Jungle",3,2,1,0,2,3,9,5,26556,515,31481
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Kog'Maw","Bot",6,9,5,4,5,22,22,37,127217,2974,169664
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"LeBlanc","Mid",56,37,11,22,15,125,60,184,486463,10250,825224
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lee Sin","Top",65,37,11,20,17,129,86,170,475890,9946,525610
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lee Sin","Support",65,1,1,0,1,5,3,2,16515,363,16946
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lee Sin","Mid",65,15,6,6,9,50,39,72,187066,3920,185144
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lee Sin","Jungle",65,73,14,39,34,178,162,407,818302,13994,633425
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lee Sin","Bot",65,1,1,0,1,4,6,2,9247,183,12307
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Leona","Support",64,108,12,57,51,63,330,742,807602,4385,364862
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lillia","Jungle",2,9,2,5,4,25,13,61,108098,2094,126269
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lissandra","Mid",9,5,3,3,2,17,9,37,66445,1460,75872
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lucian","Top",158,6,2,2,4,10,16,35,107216,2443,118652
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lucian","Bot",158,1,1,1,0,5,2,8,13090,289,16358
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lucian","Mid",158,34,9,16,18,120,67,145,489517,10809,599495
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lulu","Top",26,3,2,1,2,0,7,16,26321,572,23189
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lulu","Support",26,8,4,5,3,6,14,72,63269,139,28253
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lulu","Mid",26,9,6,4,5,7,17,74,91334,1848,83551
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Lux","Support",0,1,1,0,1,1,5,4,9911,221,10063
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Maokai","Support",0,3,2,2,1,1,4,14,20217,113,31786
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Maokai","Top",0,1,1,0,1,0,3,4,7978,172,12443
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Miss Fortune","Bot",0,1,1,1,0,8,3,1,15238,258,16693
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Morgana","Bot",0,1,1,0,1,3,3,4,13019,274,12923
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Morgana","Support",0,1,1,1,0,0,0,10,7146,24,5875
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nautilus","Support",27,26,10,10,16,12,94,145,193503,1052,104313
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Neeko","Support",4,1,1,1,0,1,1,5,8092,30,5620
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nidalee","Jungle",10,22,8,9,13,77,37,90,282044,5436,372989
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nocturne","Top",82,24,8,16,8,52,61,155,315429,6703,307962
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nocturne","Jungle",82,2,2,0,2,4,5,15,24883,490,25107
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Nocturne","Mid",82,16,6,7,9,42,40,90,212906,4752,200413
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"None","No Pick",2,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Olaf","Jungle",8,8,5,6,2,21,24,62,94730,1649,105885
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Orianna","Mid",20,34,9,16,18,82,61,187,462863,10678,583628
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ornn","Top",7,12,4,7,5,20,31,105,140000,2895,133564
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ornn","Mid",7,1,1,0,1,1,4,1,11768,306,24197
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Pantheon","Support",0,2,1,1,1,1,8,5,13968,82,8044
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Poppy","Support",0,1,1,1,0,0,3,7,8471,37,4652
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Qiyana","Mid",0,1,1,1,0,6,1,5,13054,205,20960
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Rakan","Support",24,29,8,17,12,16,73,260,226815,1237,116090
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Rell","Support",7,10,5,5,5,3,33,53,71004,385,35017
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Renekton","Top",132,38,11,18,20,93,116,170,490223,10629,465446
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Renekton","Mid",132,33,11,14,19,73,84,135,422102,9326,344865
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Rumble","Top",46,4,3,1,3,12,11,24,48809,1009,73174
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Rumble","Jungle",46,84,14,41,43,233,186,508,949634,16712,1121685
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Rumble","Mid",46,1,1,0,1,4,5,6,11906,218,23616
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ryze","Top",58,1,1,1,0,1,1,7,12255,264,15448
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ryze","Mid",58,64,12,36,28,198,135,342,905873,20345,894876
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Samira","Bot",1,2,1,1,1,7,4,8,27097,580,23250
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sejuani","Support",0,1,1,1,0,2,3,11,8601,53,6116
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sejuani","Jungle",0,1,1,1,0,2,4,9,10797,166,6714
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Senna","Bot",18,17,6,7,10,32,40,122,170888,1120,212703
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Senna","Support",18,2,2,1,1,5,5,15,15959,51,19406
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Seraphine","Mid",2,1,1,1,0,1,0,5,10603,246,6534
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sett","Support",39,10,6,4,6,13,40,64,100973,958,80578
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sett","Mid",39,46,12,27,19,97,117,260,550746,11526,551351
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sett","Top",39,30,9,11,19,59,89,124,362993,7586,382517
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sion","Top",1,3,2,2,1,2,7,17,33054,714,40989
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sivir","Bot",0,1,1,0,1,1,4,2,12938,327,13135
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Soraka","Support",1,2,1,2,0,0,0,15,14246,37,9115
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sylas","Mid",26,20,7,11,9,88,44,80,281374,5975,301799
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Sylas","Top",26,3,2,1,2,4,11,10,35394,756,39885
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Syndra","Bot",13,1,1,1,0,1,1,7,11065,264,9365
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Syndra","Mid",13,12,5,7,5,26,21,63,164376,3678,229194
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Tahm Kench","Support",36,43,11,23,20,19,87,284,344857,3280,205211
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Taliyah","Jungle",0,2,1,0,2,6,9,5,21120,418,27427
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Taric","Support",1,3,1,2,1,1,6,29,23764,107,8203
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Thresh","Support",72,56,11,30,26,33,129,413,433240,2075,163328
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Tristana","Bot",4,4,4,0,4,7,9,11,52440,1246,34986
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Tristana","Top",4,1,1,1,0,5,0,5,21282,442,23715
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Trundle","Mid",15,1,1,1,0,4,1,11,11731,198,12389
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Trundle","Support",15,8,4,6,2,2,16,76,64818,372,31034
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Trundle","Jungle",15,19,8,13,6,33,40,147,197805,2941,121970
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Twisted Fate","Mid",21,14,7,6,8,23,27,63,195115,4110,159606
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Udyr","Jungle",16,22,7,12,10,36,33,130,239158,4493,137586
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Varus","Bot",83,91,14,42,49,240,197,412,1243661,28445,1818047
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Vayne","Bot",0,2,2,1,1,6,5,5,29143,672,30438
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Viego","Top",70,50,10,25,25,159,114,237,687467,14519,798329
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Viego","Jungle",70,24,10,9,15,73,58,100,279373,4857,209595
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Viego","Mid",70,7,4,1,6,10,23,27,77864,1774,72658
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Viktor","Mid",1,6,4,2,4,7,15,19,78593,1900,107318
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Volibear","Jungle",17,28,9,15,13,56,58,152,284993,4642,214351
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Volibear","Top",17,1,1,0,1,0,3,0,9965,241,8331
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Volibear","Mid",17,1,1,0,1,1,1,3,10367,257,7784
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Wukong","Top",14,11,6,5,6,37,35,51,121324,2325,121791
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Xayah","Bot",0,2,2,0,2,5,4,9,27133,633,25018
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Xin Zhao","Jungle",91,43,12,21,22,99,127,255,475392,8207,456475
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Yasuo","Mid",5,2,2,2,0,4,1,11,26746,598,13781
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Yone","Mid",0,3,2,1,2,7,5,13,32758,798,25727
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Yuumi","Support",7,8,5,4,4,6,8,70,59119,74,80084
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Zac","Jungle",4,3,3,2,1,9,5,30,32825,531,27159
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Ziggs","Bot",70,19,8,11,8,47,33,92,259026,5892,411280
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Zilean","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer","LoL Champions Korea","Korea",2021,"Zoe","Mid",3,11,5,4,7,20,18,59,138226,3188,202012
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Alistar","Support",0,4,3,2,2,3,16,33,29655,153,12346
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Aphelios","Bot",10,7,4,4,3,29,13,30,122893,2580,143695
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Ashe","Bot",5,6,3,4,2,15,15,54,79035,1697,88754
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Azir","Mid",5,4,2,3,1,13,9,30,50286,1028,71977
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Braum","Support",2,5,2,4,1,0,12,55,44451,191,32531
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Camille","Top",2,6,4,2,4,33,16,31,94205,1732,101984
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Diana","Jungle",5,8,4,3,5,20,30,55,93404,1630,103890
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Ezreal","Bot",7,2,1,1,1,9,3,12,33801,733,50152
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Gangplank","Top",0,1,1,0,1,2,2,6,14687,306,22067
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Gnar","Top",5,5,3,3,2,17,10,26,82680,1658,87250
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Gragas","Top",1,1,1,0,1,3,3,5,12965,262,15406
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Gwen","Top",0,3,1,1,2,18,16,11,43456,809,66806
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Irelia","Mid",11,3,2,2,1,15,10,12,39816,838,33328
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Irelia","Top",11,1,1,0,1,5,6,1,12574,284,11098
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Jarvan IV","Jungle",0,2,1,0,2,3,6,9,24621,419,16286
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Jayce","Top",15,3,1,3,0,18,9,21,45481,839,74341
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Jinx","Bot",0,4,4,2,2,16,14,25,69810,1505,81779
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Kai'Sa","Bot",0,2,1,1,1,10,5,16,26855,553,26642
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Kalista","Bot",10,2,2,0,2,4,8,6,17448,391,15293
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Kassadin","Mid",0,2,1,1,1,6,6,15,22132,411,27924
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Kennen","Top",4,11,4,8,3,36,34,78,141826,2827,205840
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"LeBlanc","Mid",4,4,3,2,2,19,8,13,58437,1176,95971
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Lee Sin","Jungle",15,3,2,1,2,6,9,25,32960,565,23519
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Leona","Support",5,10,4,6,4,9,30,84,77446,423,33007
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Lissandra","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Lucian","Mid",4,1,1,0,1,1,5,2,9072,203,8899
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Nautilus","Support",0,1,1,0,1,0,6,7,7357,32,5865
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Nidalee","Jungle",0,5,2,3,2,17,13,32,66876,1225,77898
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Olaf","Jungle",0,2,2,2,0,12,4,12,28117,435,33055
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Orianna","Mid",1,1,1,1,0,1,2,6,15041,349,18984
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Ornn","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Rakan","Support",0,1,1,0,1,0,4,9,8985,39,5221
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Rell","Support",0,5,3,2,3,2,17,47,34927,193,22477
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Renekton","Top",13,2,2,0,2,0,7,5,17450,401,10921
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Renekton","Mid",13,2,2,0,2,5,7,9,23641,541,24726
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Rumble","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Ryze","Mid",6,10,3,7,3,40,26,71,153888,3281,149677
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Samira","Bot",0,1,1,0,1,2,3,0,10913,259,9579
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Sejuani","Jungle",0,3,1,1,2,8,8,26,32617,546,29693
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Seraphine","Support",0,1,1,1,0,0,3,4,8002,31,7069
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Sett","Top",1,1,1,0,1,0,4,3,11787,280,8400
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Sett","Mid",1,2,2,1,1,8,4,12,30165,566,39871
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Sylas","Mid",1,2,2,0,2,10,5,8,29867,604,30890
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Syndra","Bot",4,1,1,0,1,0,4,5,9483,222,14900
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Syndra","Mid",4,1,1,0,1,3,5,1,16832,353,20319
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Tahm Kench","No Pick",4,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Thresh","Support",3,7,3,2,5,7,28,59,62571,256,29594
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Trundle","Support",3,2,2,1,1,0,4,18,16096,89,6159
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Trundle","Jungle",3,3,1,3,0,9,5,33,33683,454,21757
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Twisted Fate","No Pick",5,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Varus","Bot",6,5,4,3,2,14,9,31,68902,1523,101218
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Vayne","Bot",0,1,1,0,1,2,3,1,14536,324,15407
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Viego","Top",6,2,1,1,1,12,6,10,29566,585,36109
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Viego","Jungle",6,7,2,3,4,27,14,42,86169,1338,72498
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Wukong","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Xayah","Bot",0,1,1,0,1,1,3,7,16306,402,22219
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Xin Zhao","Jungle",6,3,3,2,1,13,10,23,35290,533,47434
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Yasuo","Mid",1,3,3,1,2,10,13,21,42742,870,42443
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Yuumi","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Zac","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Ziggs","Bot",4,4,2,3,1,11,10,27,52769,1141,82836
"LCK 2021 Summer Playoffs","LoL Champions Korea","Korea",2021,"Zoe","Mid",0,1,1,0,1,1,3,5,12462,298,14813
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Aatrox","Top",1,2,2,2,0,5,3,14,30437,659,34316
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Ahri","Mid",30,49,12,23,26,141,100,238,624758,13771,681422
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Akali","Top",84,27,9,14,13,102,68,83,357547,7414,429831
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Akali","Mid",84,18,10,10,8,77,40,72,254545,5339,256251
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Akshan","Top",8,3,3,1,2,9,6,6,42210,933,39142
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Alistar","Support",8,13,9,7,6,9,46,137,101811,438,46945
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Aphelios","Bot",51,107,13,52,55,413,207,367,1600818,35550,1710728
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Azir","Mid",22,13,5,7,6,41,33,62,185014,4026,232861
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Blitzcrank","Support",0,2,2,0,2,0,9,9,14768,64,8141
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Braum","Support",1,8,6,1,7,2,24,32,59542,268,34286
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Caitlyn","Bot",159,27,9,16,11,119,55,131,426671,8963,556088
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Camille","Top",15,15,9,9,6,47,44,69,186560,3682,212184
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Cassiopeia","Mid",0,1,1,0,1,2,0,6,15870,355,12213
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Corki","Mid",78,30,7,19,11,101,70,154,480673,9922,836776
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Diana","Jungle",34,15,7,10,5,47,34,79,190710,3498,166462
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Ezreal","Bot",7,22,8,12,10,79,41,86,331587,7232,468216
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Fiora","Top",1,8,7,6,2,21,18,30,101970,2110,151397
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Galio","Support",3,1,1,0,1,0,4,6,8209,48,4641
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Galio","Mid",3,14,9,6,8,32,29,91,156827,3350,163710
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Gangplank","Top",0,6,5,4,2,18,8,29,83365,1634,123320
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Gnar","Top",7,34,9,15,19,58,99,148,432890,9044,535832
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Gragas","Top",20,55,13,29,26,72,137,275,669366,13931,750549
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Gragas","Support",20,2,2,1,1,0,7,12,12422,68,11567
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Graves","Top",50,46,12,25,21,102,115,193,665641,15130,822585
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Graves","Jungle",50,6,2,4,2,13,18,35,78273,1520,92121
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Gwen","Top",38,72,13,29,43,151,194,256,932194,20283,1048846
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Gwen","Jungle",38,1,1,0,1,5,3,6,15147,253,10529
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Hecarim","Jungle",49,37,12,19,18,87,77,241,411457,7326,300136
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Irelia","Top",15,5,4,2,3,17,20,15,66030,1436,55495
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Irelia","Mid",15,2,1,1,1,7,6,10,25362,577,30646
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Janna","Support",1,1,1,1,0,0,0,8,7450,21,1752
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Jarvan IV","Support",43,2,1,1,1,3,5,11,17481,25,16067
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Jarvan IV","Jungle",43,37,11,18,19,51,102,305,399012,6409,242812
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Jax","Top",4,7,4,4,3,23,18,17,83110,1704,83633
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Jayce","Top",72,48,9,29,19,133,114,213,697217,14498,1159993
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Jhin","Bot",5,50,12,20,30,146,84,242,744917,16694,770258
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Jinx","Bot",34,114,15,57,57,406,237,506,1739904,39529,2068451
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Kai'Sa","Bot",5,12,5,7,5,67,21,60,181203,3864,229172
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Kai'Sa","Mid",5,3,2,1,2,8,9,15,38893,814,81332
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Kalista","Bot",11,6,2,3,3,21,9,25,92311,2104,79411
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Karma","Support",93,45,11,23,22,43,87,353,393113,1218,370103
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Kassadin","Mid",0,1,1,0,1,7,5,9,19469,402,29316
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Kennen","Top",4,6,4,5,1,16,11,41,86764,1778,114101
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"LeBlanc","Mid",76,54,10,26,28,171,92,205,695083,14851,978358
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lee Sin","Jungle",56,106,14,52,54,276,275,584,1181080,19529,846705
"LCK 2022 Spring","LoL Champions Korea","Korea",2022,"Lee Sin","Top",56,8,2,5,3,24,23,33,116805,2566,116157
