"tournament","league","region","year","champion","ingamerole","ban_count","pick_count","player_count","win_count","loss_count","kills","deaths","assists","gold_summed","cs_summed","damage_summed"
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Yone","Mid",21,13,4,9,4,49,16,59,194143,4293,218583
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Yone","Top",21,7,3,4,3,25,15,21,101666,2279,143054
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Yuumi","Support",1,3,2,0,3,1,9,14,22008,42,22347
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Zac","Jungle",0,2,1,1,1,0,3,11,16761,322,8667
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Zac","Top",0,2,2,1,1,1,4,10,20173,457,36511
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Zeri","Bot",8,39,10,21,18,194,79,192,600032,13496,860298
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Ziggs","Bot",0,2,2,0,2,3,6,9,23674,555,38047
"LCK 2024 Spring","LoL Champions Korea","Korea",2024,"Zyra","Support",1,1,1,1,0,4,0,10,9320,43,14610
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Aatrox","Top",2,7,5,4,3,21,26,31,95197,1948,162181
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Ahri","Mid",1,6,3,2,4,30,14,47,82866,1747,131629
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Akali","Mid",1,1,1,1,0,12,1,2,16321,304,23847
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Alistar","Support",4,3,2,2,1,2,9,32,24365,126,13077
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Annie","Support",0,2,1,1,1,1,5,23,17577,62,18077
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Aphelios","Bot",0,4,2,1,3,8,17,23,58774,1380,99043
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Ashe","Bot",13,2,2,2,0,8,5,24,31130,620,54014
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Ashe","Support",13,1,1,0,1,0,8,0,5036,42,6695
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Aurelion Sol","Mid",0,6,3,2,4,21,15,27,80447,1816,150989
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Azir","Mid",4,24,6,12,12,81,61,143,361229,7887,627573
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Blitzcrank","Support",0,1,1,1,0,0,0,20,6857,33,5597
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Caitlyn","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Camille","Support",1,1,1,1,0,2,4,8,8625,42,7845
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Corki","Mid",4,8,4,5,3,36,20,58,139647,2814,286212
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Diana","Mid",0,1,1,0,1,2,3,3,11361,257,15022
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Draven","Bot",1,4,3,0,4,5,12,10,52363,1172,48096
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gnar","Top",4,2,1,1,1,2,7,11,24868,542,39604
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gragas","Top",0,1,1,1,0,3,2,5,13228,269,19360
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Gwen","Top",0,2,2,0,2,2,7,3,23034,516,25429
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Jax","Top",3,2,2,1,1,7,4,6,28489,613,38290
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Jax","Jungle",3,5,3,2,3,14,16,33,55598,935,56388
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Jayce","Top",10,3,2,0,3,5,13,13,38794,863,81644
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Jinx","Bot",4,4,3,0,4,12,14,18,59521,1396,102561
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"K'Sante","Top",3,13,5,9,4,26,34,82,166070,3246,182129
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kai'Sa","Bot",0,2,2,1,1,7,6,16,28052,617,39183
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kalista","Bot",19,8,5,4,4,34,21,56,110713,2426,134362
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kassadin","No Pick",2,0,0,0,0,0,0,0,0,0,0
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Kha'Zix","Jungle",1,1,1,1,0,5,1,5,12756,259,12878
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"LeBlanc","Mid",0,1,1,1,0,2,2,3,17064,313,20030
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Lee Sin","Jungle",9,8,4,4,4,26,20,52,94446,1655,80811
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Lucian","Bot",5,9,4,5,4,40,18,35,164168,3412,295045
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Lulu","Support",3,5,3,1,4,1,8,42,40381,164,27871
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Maokai","Jungle",16,4,3,2,2,4,15,35,44366,744,52748
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Milio","Support",0,1,1,0,1,0,1,7,7972,25,3671
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Nami","Support",0,9,4,5,4,6,20,83,82565,225,77928
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Nautilus","Support",10,11,5,8,3,15,46,135,102784,631,64559
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Neeko","Support",2,3,2,2,1,3,7,25,25011,139,34264
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Nocturne","Jungle",2,2,2,0,2,4,10,11,24786,442,23414
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Orianna","Mid",14,2,1,1,1,3,2,9,30695,722,37657
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Ornn","Support",1,1,1,1,0,1,1,9,11885,235,8458
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Poppy","Support",5,1,1,0,1,1,4,6,10046,56,6794
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Poppy","Jungle",5,2,2,2,0,4,2,22,26416,430,18566
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Rakan","Support",4,3,3,0,3,2,14,28,25736,113,14255
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Rek'Sai","Top",14,14,5,6,8,32,42,88,172418,3420,218268
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Rell","Jungle",15,4,3,1,3,5,16,36,38873,642,27807
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Rell","Support",15,5,2,2,3,6,18,55,44380,202,26229
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Renata Glasc","Support",4,3,3,1,2,3,12,23,23566,107,22447
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Renekton","Top",3,1,1,1,0,11,1,7,20182,325,27910
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Rumble","Support",9,4,3,2,2,13,21,29,35725,150,77806
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Rumble","Top",9,4,2,2,2,17,16,33,57569,1071,113204
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Sejuani","Support",7,2,1,2,0,0,4,21,25151,528,24678
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Sejuani","Jungle",7,11,5,4,7,12,25,89,121596,2126,94078
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Senna","Bot",25,7,4,6,1,17,11,64,72928,437,111696
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Sion","Support",0,1,1,0,1,1,3,3,12656,288,8530
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Sylas","Mid",0,1,1,1,0,5,0,5,14417,268,16036
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Syndra","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Tahm Kench","Support",5,3,3,2,1,1,9,25,27640,354,23793
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Taliyah","Mid",13,8,4,4,4,34,18,53,116455,2473,180408
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Thresh","Support",1,2,2,0,2,1,6,14,14923,72,14627
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Tristana","Mid",2,1,1,0,1,2,4,2,15610,366,17197
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Twisted Fate","Top",14,7,3,3,4,17,20,45,103193,1878,122895
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Udyr","Top",0,1,1,0,1,1,4,1,10248,221,9611
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Urgot","Top",0,2,1,0,2,9,8,6,30669,657,52004
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Varus","Bot",15,9,5,6,3,33,21,71,133266,2840,234314
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Vayne","Top",3,2,1,2,0,11,3,12,32662,605,50828
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Veigar","Mid",2,3,2,2,1,15,7,26,46741,981,84951
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Vi","Jungle",17,10,5,5,5,29,31,74,122921,2161,92434
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Viego","Jungle",3,4,3,3,1,16,8,33,55117,917,48481
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Wukong","Jungle",0,1,1,1,0,1,4,10,12166,206,8810
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Xayah","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Xin Zhao","Jungle",6,12,4,7,5,38,37,75,151358,2610,166468
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Yone","Mid",2,2,1,1,1,3,7,11,29786,690,31699
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Yuumi","Support",0,2,1,1,1,1,1,24,17185,30,19664
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Zac","Top",1,3,1,2,1,4,7,21,41398,802,70939
"LCK 2024 Spring Playoffs","LoL Champions Korea","Korea",2024,"Zeri","Bot",8,15,4,7,8,85,24,88,269663,6049,444764
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Aatrox","Top",4,15,5,6,9,33,43,52,187430,4106,218966
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ahri","Mid",3,7,4,6,1,18,10,49,87943,2020,123429
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Akali","Mid",1,1,1,1,0,3,0,5,13747,317,10303
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Alistar","Support",55,60,13,36,24,41,181,541,461163,1885,251842
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Aphelios","Bot",1,3,2,2,1,13,5,11,42555,923,46970
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ashe","Support",133,2,2,2,0,7,0,17,20429,117,30117
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ashe","Bot",133,46,11,25,21,160,91,268,614518,13662,944157
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Aurelion Sol","Mid",0,4,2,1,3,19,8,18,57261,1142,108270
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Aurora","Mid",18,5,2,2,3,16,15,26,59878,1265,98449
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Aurora","Top",18,8,7,6,2,28,20,47,98190,1919,170553
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Azir","Mid",25,51,11,27,24,141,102,260,691715,15462,1135085
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Bard","Support",1,2,2,2,0,0,4,33,17171,100,13766
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Blitzcrank","Support",2,3,2,3,0,2,11,37,23637,71,17238
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Brand","Jungle",8,13,8,4,9,40,38,78,141349,2607,269601
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Braum","Support",30,25,10,12,13,7,70,174,181515,776,145859
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Caitlyn","Bot",13,8,5,5,3,32,13,27,105052,2246,171497
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Camille","Top",2,6,4,4,2,18,15,30,74067,1467,62029
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Corki","Mid",65,116,14,55,61,392,248,526,1622400,35598,2788348
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Corki","Top",65,1,1,0,1,1,2,0,13734,350,21230
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Corki","Bot",65,4,2,1,3,16,6,7,53648,1234,71843
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Diana","Jungle",2,1,1,1,0,0,1,5,7976,170,7139
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Draven","Bot",0,3,2,2,1,9,2,3,38702,782,35753
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Draven","Mid",0,4,1,3,1,21,4,19,54859,1025,84724
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ezreal","Mid",69,1,1,0,1,1,4,1,10295,242,16059
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ezreal","Bot",69,80,9,43,37,311,159,328,1114481,24801,2308051
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Fiddlesticks","Jungle",0,1,1,1,0,4,0,10,10232,170,14759
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gangplank","Top",1,11,2,9,2,34,24,93,155716,2942,260729
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gnar","Top",23,65,11,30,35,135,162,285,820902,17825,1101406
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Gragas","Top",0,3,1,2,1,10,7,26,46854,911,64784
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hwei","Support",7,1,1,1,0,2,0,8,9036,40,14677
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Hwei","Mid",7,11,5,4,7,26,26,53,121510,2823,203579
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ivern","Jungle",32,21,8,11,10,16,27,178,213024,3409,121403
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Jax","Top",13,17,8,6,11,38,30,49,195856,4142,210288
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Jax","Jungle",13,1,1,1,0,5,1,3,11108,206,6000
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Jayce","Mid",12,5,4,2,3,17,13,29,68476,1477,117720
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Jayce","Top",12,8,4,5,3,28,16,32,99418,2105,178743
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Jhin","Bot",11,26,11,11,15,99,38,130,342067,7636,511475
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Jinx","Bot",1,3,3,1,2,10,5,13,39670,891,53252
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"K'Sante","Top",48,80,12,38,42,165,201,324,911225,19741,936235
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kai'Sa","Bot",28,46,11,17,29,232,103,151,623089,13502,920460
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kalista","Top",119,1,1,1,0,3,1,3,12678,293,23570
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kalista","Bot",119,21,7,12,9,76,51,142,305185,6550,398808
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Karma","Support",12,7,4,5,2,8,22,73,57496,186,71162
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Karthus","Jungle",3,3,1,3,0,19,7,21,40638,772,94366
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kennen","Top",12,33,8,14,19,114,107,138,414659,8411,603193
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kha'Zix","Jungle",0,2,1,1,1,9,5,8,29973,587,31544
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Kindred","Jungle",0,1,1,0,1,2,6,6,11516,238,12069
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"LeBlanc","Mid",38,12,5,8,4,43,18,56,164572,3421,302674
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lee Sin","Top",20,1,1,1,0,1,3,4,7507,155,10171
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lee Sin","Jungle",20,9,5,4,5,35,19,52,93779,1571,84810
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Leona","Support",77,84,14,37,47,61,299,589,625297,3140,446120
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lillia","Jungle",13,20,8,10,10,63,47,129,242858,4704,354040
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lucian","Bot",34,3,2,1,2,14,6,4,44536,981,71756
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lucian","Mid",34,22,8,12,10,79,49,107,296219,6510,480606
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lulu","Support",14,9,5,3,6,5,16,85,70221,246,53320
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Lux","Support",0,1,1,1,0,2,2,12,8697,45,10611
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Malphite","Top",0,2,1,0,2,1,6,1,13625,331,14370
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Maokai","Support",86,3,3,2,1,1,10,17,27274,414,27166
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Maokai","Jungle",86,49,9,32,17,66,135,447,513544,8818,722095
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Milio","No Pick",1,0,0,0,0,0,0,0,0,0,0
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Miss Fortune","Bot",16,24,10,11,13,87,57,102,337387,7544,452537
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Mordekaiser","Top",1,4,4,1,3,10,15,14,47548,1022,61707
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Morgana","Jungle",1,3,2,2,1,7,9,21,39118,728,59925
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Naafiri","Mid",0,1,1,1,0,9,2,4,16329,311,25220
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nami","Support",1,3,2,1,2,1,7,17,21577,95,16905
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nasus","Top",0,2,2,1,1,3,5,6,19296,422,25840
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nautilus","Support",43,44,13,17,27,26,177,294,339774,2458,213133
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Neeko","Support",2,5,3,3,2,6,13,51,46460,245,62329
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nidalee","Jungle",64,45,10,26,19,107,77,283,537241,10541,818280
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nilah","Bot",3,3,2,1,2,3,11,11,36345,828,19102
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Nocturne","Jungle",1,2,1,0,2,2,9,8,20247,406,18423
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Orianna","Mid",2,3,1,2,1,8,4,25,37201,778,72312
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ornn","Top",3,3,2,0,3,3,9,16,31272,701,28125
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ornn","Support",3,11,6,10,1,16,26,104,132504,2609,119021
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Poppy","Support",22,8,4,4,4,10,31,55,67337,266,62912
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Poppy","Jungle",22,11,7,4,7,14,29,60,114179,2000,93901
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Poppy","Top",22,7,4,2,5,17,27,43,84650,1723,148616
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Quinn","Top",0,1,1,0,1,0,4,2,11008,290,16935
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Rakan","Support",37,51,13,26,25,20,132,439,370377,1627,205496
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Rell","Support",15,67,13,31,36,37,235,565,510008,2270,259879
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Renata Glasc","Support",15,16,5,8,8,8,41,153,126431,511,100850
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Renekton","Top",83,49,13,25,24,94,130,207,606145,13393,677397
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Rumble","Top",169,37,12,23,14,109,90,223,443856,8809,782848
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ryze","Top",0,1,1,1,0,0,4,7,12331,302,21607
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Samira","Bot",0,1,1,1,0,8,2,7,12783,209,12581
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Sejuani","Jungle",70,86,11,38,48,125,177,652,876495,15659,799699
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Sejuani","Support",70,1,1,0,1,1,4,6,12587,261,7749
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Senna","Bot",94,23,7,17,6,46,36,210,241725,1572,412027
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Senna","Support",94,4,3,1,3,1,9,21,33713,189,61936
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Seraphine","Support",2,5,3,1,4,4,10,33,42024,185,48360
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Seraphine","Bot",2,2,2,2,0,10,3,19,29442,576,54243
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Shen","Support",0,1,1,0,1,0,4,11,8153,52,6226
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Shyvana","Jungle",0,7,5,1,6,8,33,23,69849,1453,133054
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Sion","Bot",0,1,1,0,1,0,4,1,7589,198,7420
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Skarner","Jungle",23,1,1,1,0,1,2,12,10168,172,9493
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Skarner","Top",23,47,12,26,21,81,109,300,530180,11023,772682
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Smolder","Mid",0,4,2,2,2,23,13,20,70045,1517,182313
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Smolder","Bot",0,1,1,1,0,3,0,4,11946,227,22143
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Smolder","Top",0,1,1,1,0,3,0,11,14366,293,29160
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Soraka","Support",0,1,1,1,0,2,0,6,8122,28,6463
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Sylas","Top",1,1,1,1,0,3,4,2,12092,229,15658
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Sylas","Mid",1,1,1,0,1,3,4,3,10076,217,8402
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Tahm Kench","Support",0,3,3,1,2,0,11,11,31705,713,16665
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Taliyah","Bot",36,1,1,0,1,1,4,5,13049,339,14124
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Taliyah","Jungle",36,12,5,5,7,26,32,74,138878,2797,178885
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Taliyah","Mid",36,35,8,17,18,105,81,254,459565,10224,694421
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Taric","Support",0,1,1,1,0,1,3,15,9502,39,6273
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Tristana","Mid",79,70,13,35,35,245,155,283,1001158,22201,1471564
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Tryndamere","Mid",1,1,1,1,0,3,0,3,11435,247,9784
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Twisted Fate","Top",16,7,5,3,4,18,22,26,93312,1782,83553
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Twisted Fate","Mid",16,3,1,2,1,4,3,27,39646,714,45379
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Udyr","Top",0,5,4,2,3,10,12,25,56783,1217,70380
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Varus","Bot",14,11,6,3,8,27,33,74,136434,3040,213853
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Vayne","Bot",3,1,1,0,1,1,2,1,12728,310,10400
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Veigar","Mid",0,1,1,0,1,4,3,5,12338,271,20656
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Vi","Jungle",80,42,8,27,15,121,108,322,477842,8577,426193
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Viego","Jungle",9,35,9,16,19,127,80,183,390888,6994,363695
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Wukong","Jungle",0,2,2,1,1,1,5,11,20487,400,15797
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Xayah","Bot",7,15,10,4,11,37,42,56,188440,4479,258304
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Xin Zhao","Jungle",4,15,5,6,9,42,42,92,165538,2941,211151
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Yasuo","Mid",9,2,2,1,1,3,4,11,22392,507,23744
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Yasuo","Bot",9,1,1,0,1,1,5,1,11359,287,6998
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Yone","Top",40,1,1,1,0,1,2,4,11301,275,15524
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Yone","Mid",40,42,14,19,23,111,97,147,535997,12112,665452
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Zac","Jungle",0,2,1,0,2,3,6,5,14381,251,17645
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Zac","Top",0,1,1,0,1,0,4,1,8590,201,7506
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Zeri","Bot",42,77,11,42,35,368,146,351,1139061,25486,1637354
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Zeri","Mid",42,12,8,6,6,55,30,51,167246,3697,255043
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ziggs","Bot",22,14,6,7,7,46,26,78,192493,4110,380999
"LCK 2024 Summer","LoL Champions Korea","Korea",2024,"Ziggs","Mid",22,4,2,2,2,19,7,19,53537,1096,110493
