OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
LCK/2019 Season/Spring Season,Afreeca Freecs,3,Spirit,"Jungle,Support",South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,4,Ucal,Mid,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,5,SSUN (Kim Tae-yang),Mid,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,6,Brook,Mid,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,7,SSol,Bot,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,8,Aiming,Bot,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,9,Jelly (Son Ho-gyeong),Support,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,10,Proud,Support,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,11,Senan,Support,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,12,NoFe,Coach,South Korea
LCK/2019 Season/Spring Season,Afreeca Freecs,13,viNylCat,Coach,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,1,Nuguri,Top,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,2,Flame,Top,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,3,Canyon,Jungle,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,4,Punch,Jungle,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,5,ShowMaker,Mid,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,6,Nuclear,Bot,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,7,Aries (Lee Chae-hwan),Bot,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,8,Hoit,Support,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,9,BeryL,Support,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,10,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2019 Season/Spring Season,DAMWON Gaming,11,Kim (Kim Jeong-soo),Coach,South Korea
LCK/2019 Season/Spring Season,Gen.G,1,CuVee,Top,South Korea
LCK/2019 Season/Spring Season,Gen.G,2,Roach,"Top,Mid",South Korea
LCK/2019 Season/Spring Season,Gen.G,3,Peanut,Jungle,South Korea
LCK/2019 Season/Spring Season,Gen.G,4,Fly (Song Yong-jun),Mid,South Korea
LCK/2019 Season/Spring Season,Gen.G,5,Ruler,Bot,South Korea
LCK/2019 Season/Spring Season,Gen.G,6,Life,Support,South Korea
LCK/2019 Season/Spring Season,Gen.G,7,Edgar,Coach,South Korea
LCK/2019 Season/Spring Season,Gen.G,8,TrAce,Coach,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),1,Sword (Choi Sung-won),Top,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),2,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),3,Chovy,Mid,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),5,Lehends,Support,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),6,cvMax,Coach,South Korea
LCK/2019 Season/Spring Season,Griffin (Korean Team),7,Chaos (Byun Young-sub),Coach,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,1,Thal,Top,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,2,SoHwan,Top,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,3,bonO (Kim Gi-beom),Jungle,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,4,Moojin,Jungle,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,5,Lava,Mid,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,6,Tempt,Mid,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,7,Sangyoon,Bot,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,8,key,Support,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,9,LinLan,Coach,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,10,OnAir,Coach,South Korea
LCK/2019 Season/Spring Season,Hanwha Life Esports,11,Woong (Jang Gun-woong),Coach,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,1,Lindarang,Top,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,2,TaNa,Top,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,3,Malrang,Jungle,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,4,Seize,Jungle,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,5,CheonGo,"Mid,Top",South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,6,Grace,Mid,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,7,Route,Bot,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,8,Stitch,Bot,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,9,Kellin,Support,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,10,Nova (Park Chan-ho),Support,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,11,H Dragon,Coach,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,12,Alvingo,Coach,South Korea
LCK/2019 Season/Spring Season,Jin Air Green Wings,13,Moment,Coach,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,1,Rascal,Top,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,2,Cuzz,Jungle,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,3,PawN,Mid,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,4,Naehyun,Mid,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,5,Deft,Bot,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,6,TusiN,Support,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,7,Acorn,Coach,South Korea
LCK/2019 Season/Spring Season,Kingzone DragonX,8,Hirai,Coach,South Korea
LCK/2019 Season/Spring Season,KT Rolster,1,Smeb,Top,South Korea
LCK/2019 Season/Spring Season,KT Rolster,2,Kingen,Top,South Korea
LCK/2019 Season/Spring Season,KT Rolster,3,Score,Jungle,South Korea
LCK/2019 Season/Spring Season,KT Rolster,4,UmTi,Jungle,South Korea
LCK/2019 Season/Spring Season,KT Rolster,5,Bdd,Mid,South Korea
LCK/2019 Season/Spring Season,KT Rolster,6,Zenit,Bot,South Korea
LCK/2019 Season/Spring Season,KT Rolster,7,Gango,Bot,South Korea
LCK/2019 Season/Spring Season,KT Rolster,8,SnowFlower,Support,South Korea
LCK/2019 Season/Spring Season,KT Rolster,9,NoEX,Coach,South Korea
LCK/2019 Season/Spring Season,KT Rolster,10,ZanDarC,Coach,South Korea
LCK/2019 Season/Spring Season,KT Rolster,11,Sonstar,Coach,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,1,Summit,Top,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,2,Wizer,Top,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,3,OnFleek,Jungle,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,4,Crush,Jungle,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,5,Dove,Mid,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,6,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,7,Joker (Cho Jae-eup),Support,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,8,Sally,Coach,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,9,Laden,Coach,South Korea
LCK/2019 Season/Spring Season,SANDBOX Gaming,10,Dragon (Lee Jun-yong),Coach,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,1,Khan,Top,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,2,Clid,Jungle,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,3,Faker,Mid,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,4,Teddy,Bot,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,5,Mata,Support,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,6,Zefa,Coach,South Korea
LCK/2019 Season/Spring Season,SK Telecom T1,7,Fly (Kim Sang-cheol),Coach,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,1,Kiin,Top,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,2,Dread (Lee Jin-hyeok),Jungle,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,3,Ucal,Mid,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,4,Aiming,Bot,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,5,Senan,Support,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,6,NoFe,Coach,South Korea
LCK/2019 Season/Summer Playoffs,Afreeca Freecs,7,viNylCat,Coach,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,1,Nuguri,Top,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,2,Canyon,Jungle,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,3,ShowMaker,Mid,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,4,Nuclear,Bot,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,5,BeryL,Support,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,6,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2019 Season/Summer Playoffs,DAMWON Gaming,7,Kim (Kim Jeong-soo),Coach,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),2,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),3,Chovy,Mid,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),4,Viper (Park Do-hyeon),Bot,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),5,Lehends,Support,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),6,cvMax,Coach,South Korea
LCK/2019 Season/Summer Playoffs,Griffin (Korean Team),7,Chaos (Byun Young-sub),Coach,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,1,Summit,Top,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,2,OnFleek,Jungle,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,3,Dove,Mid,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,4,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,5,Joker (Cho Jae-eup),Support,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,6,Laden,Coach,South Korea
LCK/2019 Season/Summer Playoffs,SANDBOX Gaming,7,Comet,Coach,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,1,Khan,Top,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,2,Clid,Jungle,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,3,Faker,Mid,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,4,Teddy,Bot,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,5,Effort,Support,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,6,Zefa,Coach,South Korea
LCK/2019 Season/Summer Playoffs,SK Telecom T1,7,Fly (Kim Sang-cheol),Coach,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,1,Jisu,Top,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,2,Catch (Yun Sang-ho),Jungle,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,3,Kuzan,Mid,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,4,Light (Kwon Sun-ho),Bot,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,5,GuGer,Support,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,6,Soulstrikes,Coach,South Korea
LCK/2019 Season/Summer Promotion,ES Sharks,7,Woong (Kim Sun-woong),Coach,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,1,Lindarang,Top,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,2,Seize,Jungle,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,3,Malrang,Jungle,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,4,Grace,Mid,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,5,CheonGo,Mid,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,6,Route,Bot,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,7,Nova (Park Chan-ho),Support,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,8,Kellin,Support,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,9,H Dragon,Coach,South Korea
LCK/2019 Season/Summer Promotion,Jin Air Green Wings,10,Alvingo,Coach,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,1,Smeb,Top,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,2,Score,Jungle,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,3,UmTi,Jungle,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,4,Bdd,Mid,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,5,Zenit,Bot,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,6,SnowFlower,Support,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,7,ZanDarC,Coach,South Korea
LCK/2019 Season/Summer Promotion,KT Rolster,8,NoEX,Coach,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),1,SoaR,Top,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),2,Riris,Top,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),3,Ryan,Jungle,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),4,Mightybear,Jungle,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),5,Ruby (Lee Sol-min),Mid,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),6,reM,Mid,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),7,Veritas,Bot,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),8,Moo (Lim Mu-heon),Bot,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),9,Pure,Support,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),10,Minit,Support,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),11,Sensation,Coach,South Korea
LCK/2019 Season/Summer Promotion,VSG (Korean Team),12,Lyn,Coach,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,1,Kiin,Top,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,2,Dread (Lee Jin-hyeok),Jungle,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,3,Ucal,Mid,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,4,Aiming,Bot,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,5,Senan,Support,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,6,NoFe,Coach,South Korea
LCK/2019 Season/Summer Season,Afreeca Freecs,7,viNylCat,Coach,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,1,Nuguri,Top,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,2,Flame,Top,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,3,Canyon,Jungle,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,4,Punch,Jungle,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,5,ShowMaker,Mid,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,6,Nuclear,Bot,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,7,BeryL,Support,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,8,Hoit,Support,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,9,Micro (Kim Mok-kyoung),Coach,South Korea
LCK/2019 Season/Summer Season,DAMWON Gaming,10,Kim (Kim Jeong-soo),Coach,South Korea
LCK/2019 Season/Summer Season,Gen.G,1,CuVee,Top,South Korea
LCK/2019 Season/Summer Season,Gen.G,2,Roach,"Top,Mid",South Korea
LCK/2019 Season/Summer Season,Gen.G,3,Peanut,Jungle,South Korea
LCK/2019 Season/Summer Season,Gen.G,4,SeongHwan,Jungle,South Korea
LCK/2019 Season/Summer Season,Gen.G,5,Kuzan,Mid,South Korea
LCK/2019 Season/Summer Season,Gen.G,6,Fly (Song Yong-jun),Mid,South Korea
LCK/2019 Season/Summer Season,Gen.G,7,Rich (Lee Jae-won),Mid,South Korea
LCK/2019 Season/Summer Season,Gen.G,8,Ruler,Bot,South Korea
LCK/2019 Season/Summer Season,Gen.G,9,Life,Support,South Korea
LCK/2019 Season/Summer Season,Gen.G,10,Edgar,Coach,South Korea
LCK/2019 Season/Summer Season,Gen.G,11,TrAce,Coach,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),1,Sword (Choi Sung-won),Top,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),2,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),3,Tarzan (Lee Seung-yong),Jungle,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),4,Chovy,Mid,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),5,Viper (Park Do-hyeon),Bot,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),6,Lehends,Support,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),7,cvMax,Coach,South Korea
LCK/2019 Season/Summer Season,Griffin (Korean Team),8,Chaos (Byun Young-sub),Coach,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,1,Thal,Top,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,2,SoHwan,Top,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,3,Moojin,Jungle,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,4,bonO (Kim Gi-beom),Jungle,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,5,Lava,Mid,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,6,Tempt,Mid,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,7,Sangyoon,Bot,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,8,key,Support,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,9,OnAir,Coach,South Korea
LCK/2019 Season/Summer Season,Hanwha Life Esports,10,LinLan,Coach,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,1,Lindarang,Top,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,2,TaNa,Top,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,3,Malrang,Jungle,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,4,Seize,Jungle,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,5,Grace,Mid,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,6,CheonGo,Mid,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,7,Route,Bot,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,8,Kellin,Support,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,9,Nova (Park Chan-ho),Support,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,10,H Dragon,Coach,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,11,Alvingo,Coach,South Korea
LCK/2019 Season/Summer Season,Jin Air Green Wings,12,Moment,Coach,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,1,Rascal,Top,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,2,Cuzz,Jungle,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,3,Naehyun,Mid,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,4,Deft,Bot,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,5,TusiN,Support,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,6,Hirai,Coach,South Korea
LCK/2019 Season/Summer Season,Kingzone DragonX,7,Acorn,Coach,South Korea
LCK/2019 Season/Summer Season,KT Rolster,1,Kingen,Top,South Korea
LCK/2019 Season/Summer Season,KT Rolster,2,Smeb,Top,South Korea
LCK/2019 Season/Summer Season,KT Rolster,3,UmTi,Jungle,South Korea
LCK/2019 Season/Summer Season,KT Rolster,4,Score,Jungle,South Korea
LCK/2019 Season/Summer Season,KT Rolster,5,Bdd,Mid,South Korea
LCK/2019 Season/Summer Season,KT Rolster,6,PraY,Bot,South Korea
LCK/2019 Season/Summer Season,KT Rolster,7,SnowFlower,Support,South Korea
LCK/2019 Season/Summer Season,KT Rolster,8,NoEX,Coach,South Korea
LCK/2019 Season/Summer Season,KT Rolster,9,Sonstar,Coach,South Korea
LCK/2019 Season/Summer Season,KT Rolster,10,ZanDarC,Coach,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,1,Summit,Top,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,2,OnFleek,Jungle,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,3,Dove,Mid,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,4,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,5,Joker (Cho Jae-eup),Support,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,6,Comet,Coach,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,7,Laden,Coach,South Korea
LCK/2019 Season/Summer Season,SANDBOX Gaming,8,Dragon (Lee Jun-yong),Coach,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,1,Khan,Top,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,2,Clid,Jungle,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,3,Haru,Jungle,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,4,Faker,Mid,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,5,Gori,Mid,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,6,Teddy,Bot,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,7,Mata,Support,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,8,Effort,Support,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,9,Zefa,Coach,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,10,Fly (Kim Sang-cheol),Coach,South Korea
LCK/2019 Season/Summer Season,SK Telecom T1,11,kkOma,Coach,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,1,Nuguri,Top,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,2,Canyon,Jungle,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,3,ShowMaker,Mid,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,4,Ghost (Jang Yong-jun),Bot,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,5,BeryL,Support,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,6,Zefa,Coach,South Korea
LCK/2020 Season/Spring Playoffs,DAMWON Gaming,7,Daeny,Coach,South Korea
LCK/2020 Season/Spring Playoffs,DragonX,1,Doran (Choi Hyeon-joon),Top,South Korea
LCK/2020 Season/Spring Playoffs,DragonX,2,Pyosik,Jungle,South Korea
LCK/2020 Season/Spring Playoffs,DragonX,3,Chovy,Mid,South Korea
LCK/2020 Season/Spring Playoffs,DragonX,4,Deft,Bot,South Korea
LCK/2020 Season/Spring Playoffs,DragonX,5,Keria,Support,South Korea
LCK/2020 Season/Spring Playoffs,DragonX,6,cvMax,Coach,South Korea
LCK/2020 Season/Spring Playoffs,Gen.G,1,Rascal,Top,South Korea
